EAN,Brand,Category,SubCategory,Range,PackSize,EAN_Lifecycle,Biz_Lifecycle
8904417310771,Ayuga,Face,Sun Care,Saffron,15G,Discontinued,Discontinued
8904417310788,Mamaearth,Baby,Moisturisers,Solution Oriented,200G,EPD,EPD
8904417310795,Mamaearth,Color Care,Liquid Lipstick,Mini Feather Matte,1PCS,Discontinued,Phased Out
8904417310801,Mamaearth,Color Care,Liquid Lipstick,Mini Feather Matte,1ML,Discontinued,Phased Out
8904417310818,Mamaearth,Color Care,Liquid Lipstick,Mini Feather Matte,1ML,Discontinued,Phased Out
8904417310825,BBLUNT,Hair Care,Hair Serum,Intense Moisture,70ML,EPD,EPD
8904417310832,Mamaearth,Color Care,Combo,Combo,1ML,Discontinued,Phased Out
8904417310863,Mamaearth,Color Care,Lipstick,Soft Matte,1ML,Discontinued,Phased Out
8904417310870,Mamaearth,Color Care,Combo,Combo,1ML,Discontinued,Phased Out
8904417310887,Mamaearth,Color Care,Combo,Combo,1ML,Discontinued,Phased Out
8904417310894,Mamaearth,Color Care,Combo,Combo,1ML,Discontinued,Discontinued
8904417310900,Mamaearth,Hair,Combo,Onion,1ML,Discontinued,Discontinued
8904417310917,Mamaearth,Hair,Combo,Onion,1ML,Discontinued,Discontinued
8904417310924,Mamaearth,Hair,Combo,Onion,1ML,Discontinued,Discontinued
8904417310931,Mamaearth,Face,Combo,Solution Oriented,1ML,Discontinued,Discontinued
8904417310948,Mamaearth,Hair,Combo,Rosemary,1ML,Discontinued,Phased Out
8904417310955,Mamaearth,Baby,Mosquito Protection,Solution Oriented,1ML,Discontinued,Discontinued
8904417310962,Mamaearth,Face,Combo,Charcoal,,Discontinued,Discontinued
8904417310979,Aqualogica,Face,Moisturisers,Illuminate+,1ML,Discontinued,Discontinued
8904417310993,Aqualogica,Lip,Lip Balm,Plump+,1ML,Discontinued,Discontinued
8904417311006,Aqualogica,Face,Sun Care,Glow+,50G,Discontinued,Discontinued
8904417311013,Aqualogica,Lip,Lip Balm,Plump+,1ML,Discontinued,Discontinued
8904417311020,Aqualogica,Lip,Lip Balm,Plump+,1ML,Discontinued,Phased Out
8904417311037,Aqualogica,Lip,Lip Balm,Plump+,1ML,Discontinued,Discontinued
8904417311044,Aqualogica,Face,Moisturisers,Radiance+,1ML,Discontinued,Discontinued
8904417311051,Aqualogica,Face,Sun Care,Detan+,1ML,EPD,EPD
8904417311068,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417311075,Aqualogica,Face,Combo,Radiance+,1ML,Discontinued,Discontinued
8904417311082,Aqualogica,Face,Combo,Radiance+,1ML,Discontinued,Discontinued
8904417311099,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417311105,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417311112,,Body,Box,,,Discontinued,Discontinued
8904417311129,The Derma Co.,Face,Face Cleanser,Cleanser,1ML,EPD,EPD
8904417311136,The Derma Co.,Face,Face Cleanser,Cleanser,1ML,EPD,EPD
8904417311143,The Derma Co.,Face,Face Cleanser,Niacinamide,1ML,EPD,EPD
8904417311150,Aqualogica,Face,Face Cleanser,Detan+,100ML,Discontinued,Discontinued
8904417311167,The Derma Co.,Face,Lip Balm,Kojic Acid,1ML,EPD,EPD
8904417311174,The Derma Co.,Face,Combo,Combo,1PCS,Discontinued,Discontinued
8904417311181,The Derma Co.,Face,Lip Balm,Ceramide,8G,Discontinued,Discontinued
8904417311198,Aqualogica,Body,Body Lotion,Hydrate+,1ML,Discontinued,Discontinued
8904417311204,Aqualogica,Body,Body Lotion,Glow+,1ML,Discontinued,Discontinued
8904417311211,Aqualogica,Body,Body Lotion,Clear+,1ML,Discontinued,Discontinued
8904417311228,Aqualogica,Body,Body Lotion,Radiance+,1ML,Discontinued,Discontinued
8904417311235,Ayuga,Personal Care,Product & Accessories,Saffron,65G,Discontinued,Discontinued
8904417311242,Mamaearth,Baby,Combo,Combo,1PCS,Discontinued,Discontinued
8904417311259,Aqualogica,Face,Face Cleanser,Radiance+,100ML,Discontinued,Discontinued
8904417311266,Mamaearth,Face,Face Serum,Vitamin C,8ML,EPD,EPD
8904417311273,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,EPD,EPD
8904417311280,Mamaearth,Body,Body Lotion,Honey Malai,1ML,Discontinued,Discontinued
8904417311297,The Derma Co.,Face,Moisturisers,Propylene Glycol,100G,EPD,EPD
8904417311310,Mamaearth,Color Care,Liquid Lipstick,Mini Feather Matte,4.8ML,Discontinued,Discontinued
8904417311327,The Derma Co.,Face,Moisturisers,Ceramide,50G,EPD,EPD
8904417311334,Mamaearth,Baby,Baby Body Wash,Milky,20ML,EPD,EPD
8904417311341,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417311358,The Derma Co.,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417311365,The Derma Co.,Combo,Combo,Kojic Acid,1ML,Discontinued,Discontinued
8904417311372,Mamaearth,Face,Face Cleanser,Aloe Vera,1ML,EPD,EPD
8904417311389,Aqualogica,Face,Sun Care,Illuminate+,50G,EPD,EPD
8904417311396,The Derma Co.,Face,Face Serum,Kojic Acid,8ML,Discontinued,Discontinued
8904417311402,The Derma Co.,Face,Face Serum,Salicylic Acid,8ML,EPD,EPD
8904417311419,Mamaearth,Face,Moisturisers,Vitamin C,20ML,NPD,EPD
8904417311426,BBLUNT,Hair Care,Shampoo,Intense Moisture,650ML,EPD,EPD
8904417311433,Pure Origin,Face,Face Cream,Vitamin C,50G,Discontinued,Phased Out
8904417311440,Mamaearth,Face,Sun Care,Vitamin C,50G,EPD,EPD
8904417311464,Mamaearth,Face,Moisturisers,Vitamin C,50G,EPD,EPD
8904417311471,BBLUNT,Hair Care,Hair Mask,Intense Shine,70G,EPD,EPD
8904417311488,Mamaearth,Baby,Combo,Combo,1ML,Discontinued,Discontinued
8904417311495,The Derma Co.,Face,Face Serum,Snail Mucin,80ML,EPD,EPD
8904417311501,Mamaearth,Face,Sun Care,Vitamin C,80G,EPD,EPD
8904417311518,Mamaearth,Color Care,Makeup Remover,Micellar Wipes,30PCS,Discontinued,Phased Out
8904417311525,Aqualogica,Face,Face Cleanser,Glow+,50G,Discontinued,Discontinued
8904417311532,Aqualogica,Face,Sun Care,Illuminate+,80G,EPD,EPD
8904417311549,Mamaearth,Face,Face Cleanser,Beetroot,100ML,EPD,EPD
8904417311556,Aqualogica,Face,Sun Care,Glow+,50G,Discontinued,Phased Out
8904417311563,BBLUNT,Hair Care,Hair Mask,Hair Fall,250G,EPD,EPD
8904417311570,Mamaearth,Body,Soap,Vitamin C,500G,EPD,EPD
8904417311587,Mamaearth,Body,Soap,Ubtan,500G,EPD,EPD
8904417311594,Mamaearth,Body,Soap,Multani Mitti,500G,Discontinued,Phased Out
8904417311600,The Derma Co.,Face,Face Toner,Glycolic Acid,150ML,EPD,EPD
8904417311617,BBLUNT,Hair Care,Hair Mask,Hair Fall,70G,Discontinued,Phased Out
8904417311624,Pure Origin,Face,Face Serum,Vitamin C,10ML,Discontinued,Discontinued
8904417311631,The Derma Co.,Combo,Combo,Mix,1PCS,Discontinued,Discontinued
8904417311648,Pure Origin,Face,Face Cleanser,Vitamin C,150ML,Discontinued,Discontinued
8904417311655,Mamaearth,Baby,Mosquito Protection,Solution Oriented,100ML,EPD,EPD
8904417311662,The Derma Co.,Face,Sun Care,Hyaluronic Acid,50G,EPD,EPD
8904417311679,Mamaearth,Body,Soap,Vitamin C,500G,EPD,EPD
8904417311686,Mamaearth,Body,Soap,Ubtan,500G,EPD,EPD
8904417311693,Mamaearth,Body,Soap,Multani Mitti,500G,Discontinued,Phased Out
8904417311709,Pure Origin,Body,Body Lotion,Vitamin C,300ML,Discontinued,Discontinued
8904417311716,The Derma Co.,Combo,Combo,Niacinamide,1ML,Discontinued,Discontinued
8904417311723,The Derma Co.,Combo,Combo,Niacinamide,1ML,EPD,EPD
8904417311730,The Derma Co.,Combo,Combo,Niacinamide,1ML,Discontinued,Discontinued
8904417311747,BBLUNT,Styling Products,Dry Shampoo,Refresh,150ML,EPD,EPD
8904417311754,The Derma Co.,Face,Sun Care,Hyaluronic Acid,7G,Discontinued,Phased Out
8904417311761,Staze,Lip,Lip Stick,9 To 9,1ML,EPD,Phased Out
8904417311792,Staze,Eye,Mascara,9 To 9,1ML,NPD,EPD
8904417311808,Staze,Eye,Kajal,9 To 9,1ML,NPD,EPD
8904417311815,Staze,Eye,Eyeliner,9 To 9,1ML,NPD,EPD
8904417311822,Staze,Lip,Lip Stick,9 To 9,1ML,EPD,Discontinued
8904417311839,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,1PCS,EPD,EPD
8904417311846,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,10G,Discontinued,Discontinued
8904417311853,Mamaearth,Body,Soap,Vitamin C,125G,Discontinued,Phased Out
8904417311860,Mamaearth,Body,Soap,Ubtan,125G,Discontinued,Phased Out
8904417311877,Mamaearth,Body,Soap,Multani Mitti,125G,Discontinued,Phased Out
8904417311884,Aqualogica,Face,Moisturisers,Barrier+,100G,Discontinued,Phased Out
8904417311907,The Derma Co.,Face,Sun Care,Niacinamide,80G,EPD,EPD
8904417311921,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417311938,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417311945,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,1PCS,EPD,EPD
8904417311952,Mamaearth,Body,Soap,Neem,500G,Discontinued,Phased Out
8904417311969,Mamaearth,Body,Soap,Neem,500G,Discontinued,Phased Out
8904417311976,Staze,Face,Makeup Setting Spray,9 To 9,100ML,EPD,EPD
8904417311983,Mamaearth,Color Care,Combo,Mix,1ML,Discontinued,Discontinued
8904417311990,Mamaearth,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312003,Mamaearth,Face,Combo,Vitamin C,1ML,EPD,EPD
8904417312010,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417312027,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417312041,Staze,Face,Blush,9 To 9,6G,Discontinued,Phased Out
8904417312058,Staze,Face,Blush,9 To 9,6G,Discontinued,Phased Out
8904417312065,Staze,Face,Blush,9 To 9,6G,Discontinued,Phased Out
8904417312072,Staze,Face,Blush,9 To 9,6G,Discontinued,Phased Out
8904417312089,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417312096,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417312102,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Phased Out
8904417312119,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312126,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312133,Mamaearth,Face,Moisturisers,Beetroot,50G,EPD,EPD
8904417312140,The Derma Co.,Face,Face Cleanser,Niacinamide,1ML,EPD,EPD
8904417312164,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312171,Mamaearth,Face,Face Cream,Beetroot,80G,EPD,EPD
8904417312188,Aqualogica,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417312195,Staze,Eye,Eyebrow Pencil,9 To 9,0.09G,EPD,EPD
8904417312201,Mamaearth,Body,Soap,Neem,125G,Discontinued,Phased Out
8904417312263,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312270,Mamaearth,Face,Moisturisers,Tea Tree,1ML,Discontinued,Discontinued
8904417312287,Mamaearth,Face,Face Cleanser,Mix,1ML,Discontinued,Discontinued
8904417312294,Mamaearth,Hair,Shampoo,Lemon,400ML,EPD,EPD
8904417312300,Mamaearth,Hair,Hair Oil,Hibiscus,150ML,EPD,EPD
8904417312324,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312331,Aqualogica,Face,Face Scrub,Detan+,50G,Discontinued,Discontinued
8904417312348,Mamaearth,Hair,Hair Oil,Hibiscus,20ML,Discontinued,Discontinued
8904417312379,Mamaearth,Face,Face Cleanser,Neem,150ML,NPD,EPD
8904417312386,Mamaearth,Hair,Shampoo,Hibiscus,250ML,EPD,EPD
8904417312393,BBLUNT,Hair Care,Shampoo,7 In 1 Repair & Revive,300ML,EPD,EPD
8904417312409,BBLUNT,Hair Care,Conditioner,7 In 1 Repair & Revive,250G,EPD,EPD
8904417312416,BBLUNT,Hair Care,Hair Mask,7 In 1 Repair & Revive,250G,EPD,EPD
8904417312423,Aqualogica,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417312430,Mamaearth,Hair,Conditioner,Hibiscus,250ML,EPD,EPD
8904417312447,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312454,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312461,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312478,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312485,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312492,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312508,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312515,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312522,Mamaearth,Color Care,Lipstick,Creamy Matte,4.2G,EPD,EPD
8904417312539,BBLUNT,Styling Products,Hair Serum,7 In 1 Repair & Revive,70ML,Discontinued,EPD
8904417312546,Mamaearth,Face,Face Cleanser,Vitamin C,150ML,EPD,EPD
8904417312577,Mamaearth,Hair,Combo,Onion,1ML,Discontinued,Discontinued
8904417312584,Mamaearth,Face,Combo,Rice,1ML,EPD,EPD
8904417312591,Mamaearth,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312621,Mamaearth,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312638,Mamaearth,Face,Combo,Vitamin C,1ML,Discontinued,Discontinued
8904417312645,Mamaearth,Hair,Combo,Onion,1ML,Discontinued,Discontinued
8904417312652,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312669,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312676,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312683,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417312690,Mamaearth,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312751,Aqualogica,Face,Sun Care,Detan+,100ML,EPD,EPD
8904417312782,The Derma Co.,Face,Face Cleanser,SkinRenew,100ML,EPD,EPD
8904417312799,The Derma Co.,Face,Face Toner,SkinRenew,100ML,Discontinued,EPD
8904417312805,The Derma Co.,Face,Moisturisers,SkinRenew,50G,EPD,EPD
8904417312812,The Derma Co.,Face,Face Serum,SkinRenew,30ML,Discontinued,EPD
8904417312829,The Derma Co.,Face,Face Serum,SkinRenew,30G,EPD,EPD
8904417312836,Aqualogica,Combo,Combo,Mix,1ML,EPD,EPD
8904417312843,The Derma Co.,Face,Sun Care,Hyaluronic Acid,10G,Discontinued,Phased Out
8904417312850,Aqualogica,Lip,Combo,Mix,1ML,Discontinued,Discontinued
8904417312867,Mamaearth,Face,Sun Care,Beetroot,50G,EPD,EPD
8904417312874,Mamaearth,Face,Face Cleanser,Beetroot,20ML,EPD,EPD
8904417312881,Aqualogica,Combo,Combo,Clear+,1ML,Discontinued,Discontinued
8904417312928,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417312959,Aqualogica,Combo,Combo,Hydrate+,1ML,Discontinued,Discontinued
8904417312966,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417312973,Aqualogica,Face,Moisturisers,Mix,1ML,Discontinued,Phased Out
8904417312980,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Discontinued
8904417312997,Mamaearth,Face,Face Serum,Beetroot,50ML,EPD,EPD
8904417313000,The Derma Co.,Face,Face Cleanser,Sali-Cinamide,30ML,EPD,EPD
8904417313017,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,6PCS,Discontinued,Phased Out
8904417313024,The Derma Co.,Face,Face Serum,Tran-Zelaic,30ML,EPD,EPD
8904417313031,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313048,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313055,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313062,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313079,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313086,BBLUNT,Hair Care,Combo,Intense Moisture,1ML,Discontinued,Discontinued
8904417313093,The Derma Co.,Face,Combo,Combo,1ML,EPD,EPD
8904417313109,The Derma Co.,Face,Combo,Combo,1ML,EPD,EPD
8904417313116,The Derma Co.,Face,Combo,Combo,1ML,EPD,EPD
8904417313123,Mamaearth,Face,Sun Care,Vitamin C,100ML,Discontinued,Discontinued
8904417313130,Mamaearth,Face,Face Cleanser,Ubtan,225ML,EPD,EPD
8904417313147,Mamaearth,Face,Sun Care,Ubtan,130ML,EPD,EPD
8904417313161,Aqualogica,Face,Face Cleanser,Barrier+,100ML,Discontinued,EPD
8904417313178,Mamaearth,Face,Sun Care,Ubtan,50G,EPD,EPD
8904417313185,Aqualogica,Fragrance,Body Mist,Refresh+,150ML,EPD,EPD
8904417313192,Aqualogica,Fragrance,Body Mist,Refresh+,150ML,EPD,EPD
8904417313208,Aqualogica,Face,Sun Care,Glow+,1ML,Discontinued,Discontinued
8904417313215,Aqualogica,Face,Sun Care,Glow+,1ML,Discontinued,Discontinued
8904417313222,Aqualogica,Face,Face Cleanser,Glow+,1ML,Discontinued,Phased Out
8904417313239,Aqualogica,Face,Face Cleanser,Detan+,1ML,Discontinued,Discontinued
8904417313246,Aqualogica,Face,Face Cleanser,Radiance+,1ML,Discontinued,Discontinued
8904417313253,Aqualogica,Fragrance,Body Mist,Refresh+,150ML,EPD,EPD
8904417313260,Ayuga,Face,Combo,Saffron,1ML,Discontinued,Discontinued
8904417313277,The Derma Co.,Face,Sun Care,Hyaluronic Acid,100ML,EPD,EPD
8904417313284,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417313291,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417313314,Mamaearth,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313345,Staze,Eye,Mascara,9 To 9,1ML,EPD,EPD
8904417313352,Staze,Eye,Eyeliner,9 To 9,1ML,EPD,EPD
8904417313369,The Derma Co.,Face,Moisturisers,Ceramide,1ML,Discontinued,Discontinued
8904417313376,The Derma Co.,Face,Face Serum,AHA-BHA,1ML,Discontinued,Discontinued
8904417313383,Mamaearth,Face,Face Cleanser,Rice,125ML,Discontinued,Phased Out
8904417313390,Mamaearth,Face,Face Cleanser,Vitamin C,125ML,Discontinued,Phased Out
8904417313406,Mamaearth,Face,Face Cleanser,Ubtan,125ML,Discontinued,Phased Out
8904417313413,Staze,Face,Primer,9 To 9,30G,EPD,EPD
8904417313420,Mamaearth,Face,Sun Care,Rice,50G,EPD,EPD
8904417313437,The Derma Co.,Face,Face Serum,Sali-Cinamide,10ML,EPD,EPD
8904417313444,The Derma Co.,Face,Sun Care,C-Cinamide,1ML,EPD,EPD
8904417313451,The Derma Co.,Face,Moisturisers,Vitamin E,1ML,Discontinued,Discontinued
8904417313468,The Derma Co.,Face,Moisturisers,Hyaluronic Acid,1ML,EPD,EPD
8904417313475,Aqualogica,Face,Combo,Radiance+,1ML,Discontinued,Discontinued
8904417313482,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313499,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313505,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313512,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313529,Aqualogica,Face,Combo,Glow+,1ML,Discontinued,Phased Out
8904417313536,Aqualogica,Face,Combo,Detan+,1ML,Discontinued,Discontinued
8904417313543,Aqualogica,Face,Combo,Radiance+,1ML,Discontinued,Discontinued
8904417313550,Aqualogica,Face,Combo,Mix,1ML,Discontinued,Discontinued
8904417313567,The Derma Co.,Face,Under eye,Snail Mucin,15G,EPD,EPD
8904417313574,Mamaearth,Hair,Hair Oil,Rosemary,200ML,EPD,EPD
8904417313581,Mamaearth,Color Care,Lipstick,Soft Matte,1ML,Discontinued,Discontinued
8904417313598,Mamaearth,Color Care,Lipstick,Soft Matte,1ML,Discontinued,Discontinued
8904417313604,Mamaearth,Color Care,Lipstick,Soft Matte,1ML,Discontinued,Discontinued
8904417313611,Aqualogica,Body,Body Lotion,Radiance+,200ML,Discontinued,Discontinued
8904417313628,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417313642,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417313659,Mamaearth,Combo,Combo,Ubtan,1ML,Discontinued,Discontinued
8904417313666,Mamaearth,Combo,Combo,Mix,1ML,Discontinued,Phased Out
8904417313673,Mamaearth,Baby,Sun Care,Solution Oriented,50G,EPD,EPD
8904417313680,Mamaearth,Face,Moisturisers,Beetroot,20G,EPD,EPD
8904417313697,Mamaearth,Face,Combo,Mix,1ML,EPD,EPD
8904417313703,Mamaearth,Face,Combo,Beetroot,1ML,EPD,EPD
8904417313710,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313727,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313734,Mamaearth,Face,Face Cleanser,Beetroot,1ML,EPD,EPD
8904417313741,Pure Origin,Face,Suncare,Vitamin C,50G,Discontinued,Discontinued
8904417313758,Mamaearth,Face,Combo,Vitamin C,1ML,EPD,EPD
8904417313765,Mamaearth,Hair,Hair Serum,Rosemary,50ML,EPD,EPD
8904417313772,The Derma Co.,Face,Sun Care,Hyaluronic Acid,1ML,EPD,EPD
8904417313789,The Derma Co.,Face,Sun Care,Hyaluronic Acid,1ML,Discontinued,Discontinued
8904417313796,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313802,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313819,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Phased Out
8904417313826,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313833,The Derma Co.,Face,Combo,Combo,1ML,Discontinued,Discontinued
8904417313840,Mamaearth,Hair,Combo,Rosemary,1ML,Discontinued,Discontinued
8904417313857,Mamaearth,Hair,Combo,Onion,1ML,EPD,EPD
8904417313864,Mamaearth,Hair,Shampoo,Rosemary,1ML,Discontinued,Discontinued
8904417313871,Mamaearth,Face,Combo,Vitamin C,1ML,EPD,EPD
8904417313888,Mamaearth,Face,Face Masks,Ubtan,1ML,Discontinued,Discontinued
8904417313895,Mamaearth,Face,Face Cleanser,Vitamin C,1ML,Discontinued,Discontinued
8904417313901,Mamaearth,Face,Moisturisers,Beetroot,1ML,Discontinued,Discontinued
8904417313918,Pure Origin,Color Care,BB Cream,Vitamin C,30G,Discontinued,Discontinued
8904417313925,Aqualogica,Face,Face Cleanser,Illuminate+,1ML,Discontinued,Discontinued
8904417313932,Aqualogica,Face,Sun Care,Illuminate+,1ML,Discontinued,Discontinued
8904417313949,Aqualogica,Face,Sun Care,Illuminate+,1ML,EPD,EPD
8904417313956,The Derma Co.,Hair,Hair Serum,Multi-Peptide,30ML,EPD,EPD
8904417313963,Mamaearth,Hair,Hair Mask,Kerala Thaali,200G,EPD,EPD
8904417313970,The Derma Co.,Face,Sun Care,Hyaluronic Acid,10G,EPD,EPD
8904417313987,BBLUNT,Hair Care,Shampoo,Advanced Smoothening,300ML,EPD,EPD
8904417313994,BBLUNT,Hair Care,Conditioner,Advanced Smoothening,250G,EPD,EPD
8904417314007,Aqualogica,Face,Moisturisers,Glow+,200G,EPD,EPD
8904417314014,Aqualogica,Face,Moisturisers,Illuminate+,200G,EPD,EPD
8904417314021,Aqualogica,Face,Moisturisers,Barrier+,200G,EPD,EPD
8904417314038,Mamaearth,Baby,Sun Care,Solution Oriented,20G,NPD,EPD
8904417314045,Mamaearth,Face,Face Cleanser,Vitamin C,225ML,Discontinued,EPD
8904417314106,BBLUNT,Hair Care,Combo,Hair Fall,1ML,EPD,EPD
8904417314113,BBLUNT,Hair Care,Combo,Hair Fall,1ML,EPD,EPD
8904417314120,Pure Origin,Combo,Combo,Vitamin C,1ML,Discontinued,Phased Out
8904417314137,Pure Origin,Face,Combo,Vitamin C,1ML,Discontinued,Phased Out
8904417314144,Pure Origin,Face,Combo,Vitamin C,1ML,Discontinued,Phased Out
8904417314151,Pure Origin,Face,Combo,Vitamin C,1ML,Discontinued,Phased Out
8904417314168,Pure Origin,Face,Combo,Vitamin C,1ML,EPD,Phased Out
8904417314175,Pure Origin,Face,Face Cleanser,Vitamin C,1ML,EPD,Phased Out
8904417314182,Pure Origin,Face,Face Cream,Vitamin C,1ML,Discontinued,Phased Out
8904417314199,Pure Origin,Face,Face Serum,Vitamin C,1ML,EPD,Phased Out
