ForecastKey,DateKey,Chain_ID,Zone,SKU_Code,Forecast_Qty,Forecast_Revenue,Target_Revenue,Forecast_CM2_Value,Confidence_Level,Forecast_Type
968,202606,CH06,West,SKU-402,293,39201.84,38977.84,12641.35,0.92,Rolling
969,202606,CH07,North,SKU-101,274,49675.16,50507.36,16864.32,0.92,Rolling
970,202606,CH07,North,SKU-102,291,76952.35,79614.61,26027.16,0.76,Rolling
971,202606,CH07,North,SKU-103,235,34569.38,34457.99,11769.21,0.92,Rolling
972,202606,CH07,North,SKU-201,287,29219.98,28459.62,9676.86,0.68,Rolling
973,202606,CH07,North,SKU-202,248,56041.96,56226.26,17993.12,0.94,Rolling
974,202606,CH07,North,SKU-203,259,32426.62,32686.67,10510.56,0.66,Rolling
975,202606,CH07,North,SKU-301,264,37207.48,36512.92,12372.71,0.7,Rolling
976,202606,CH07,North,SKU-302,270,21739.74,21782.86,7118.39,0.68,Rolling
977,202606,CH07,North,SKU-303,266,55436.32,57185.98,19189.69,0.94,Rolling
978,202606,CH07,North,SKU-401,283,97102.42,94011.1,33073.07,0.95,Rolling
979,202606,CH07,North,SKU-402,268,36414.46,36166.6,12100.86,0.8,Rolling
980,202606,CH07,South,SKU-101,264,54245.08,56322.05,17728.97,0.92,Rolling
981,202606,CH07,South,SKU-102,262,78664.14,77127.81,25297.52,0.76,Rolling
982,202606,CH07,South,SKU-103,281,43749.57,44450.09,14962.88,0.92,Rolling
983,202606,CH07,South,SKU-201,267,26825.24,26643.27,9158.58,0.65,Rolling
984,202606,CH07,South,SKU-202,261,60336.94,61735.19,20777.29,0.88,Rolling
985,202606,CH07,South,SKU-203,279,41384.56,41670.42,13494.8,0.74,Rolling
986,202606,CH07,South,SKU-301,279,39853.34,38188.85,13807.03,0.92,Rolling
987,202606,CH07,South,SKU-302,259,23476.56,23077.3,8130.28,0.68,Rolling
988,202606,CH07,South,SKU-303,226,43387.09,41707.69,13969.37,0.88,Rolling
989,202606,CH07,South,SKU-401,252,86508.57,87984.46,28267.72,0.72,Rolling
990,202606,CH07,South,SKU-402,273,38998.76,40004.2,13264.28,0.78,Rolling
991,202606,CH07,East,SKU-101,294,61636.26,63604.74,19805.54,0.75,Rolling
992,202606,CH07,East,SKU-102,273,79366.06,81636.97,26070.14,0.71,Rolling
993,202606,CH07,East,SKU-103,234,36825.77,36185.55,12462.12,0.67,Rolling
994,202606,CH07,East,SKU-201,245,24849.7,25275.46,8571.95,0.91,Rolling
995,202606,CH07,East,SKU-202,252,58923.88,60538.28,20242.73,0.72,Rolling
996,202606,CH07,East,SKU-203,254,36105.51,35452.51,11667.18,0.87,Rolling
997,202606,CH07,East,SKU-301,260,36909.63,36226.47,12467.35,0.76,Rolling
998,202606,CH07,East,SKU-302,260,21157.63,21285.97,6846.54,0.71,Rolling
999,202606,CH07,East,SKU-303,252,52019.07,51828.7,17943.02,0.68,Rolling
1000,202606,CH07,East,SKU-401,250,92386.79,90592.26,30695.75,0.74,Rolling
1001,202606,CH07,East,SKU-402,242,33211.53,34167.47,11283.64,0.8,Rolling
1002,202606,CH07,West,SKU-101,243,43641.18,43267.54,14788.83,0.88,Rolling
1003,202606,CH07,West,SKU-102,279,75064.47,73909.44,24117.27,0.87,Rolling
1004,202606,CH07,West,SKU-103,308,43196.8,43091.27,14933.18,0.82,Rolling
1005,202606,CH07,West,SKU-201,288,32320.82,32161.44,10703.26,0.79,Rolling
1006,202606,CH07,West,SKU-202,288,59180.67,61888.8,19200.19,0.87,Rolling
1007,202606,CH07,West,SKU-203,276,35218.61,36522.85,11713.39,0.85,Rolling
1008,202606,CH07,West,SKU-301,270,40880.27,40011.07,13527.34,0.91,Rolling
1009,202606,CH07,West,SKU-302,268,25505.83,26262.33,8204.46,0.95,Rolling
1010,202606,CH07,West,SKU-303,279,53050.12,54071.04,18217.03,0.72,Rolling
1011,202606,CH07,West,SKU-401,258,92485.06,89449.85,29884.45,0.85,Rolling
1012,202606,CH07,West,SKU-402,284,37637.88,37382.1,12482.69,0.94,Rolling
1013,202606,CH08,North,SKU-101,284,53343.95,53578.73,18051.04,0.79,Rolling
1014,202606,CH08,North,SKU-102,286,82447.66,85369.85,28241.02,0.88,Rolling
1015,202606,CH08,North,SKU-103,310,45067.17,46820.07,15465.56,0.93,Rolling
1016,202606,CH08,North,SKU-201,238,23102.72,23111.72,7500.82,0.69,Rolling
1017,202606,CH08,North,SKU-202,263,56955.07,55069.53,19834.65,0.75,Rolling
1018,202606,CH08,North,SKU-203,262,36619.16,37388.79,12416.83,0.93,Rolling
1019,202606,CH08,North,SKU-301,288,45108.75,45780.08,14513.82,0.72,Rolling
1020,202606,CH08,North,SKU-302,313,26915.76,27621.05,9036.58,0.65,Rolling
1021,202606,CH08,North,SKU-303,282,52858.95,55272.8,17269.93,0.79,Rolling
1022,202606,CH08,North,SKU-401,247,84913.6,83666.85,29279.0,0.65,Rolling
1023,202606,CH08,North,SKU-402,286,42441.12,42820.72,13651.67,0.67,Rolling
1024,202606,CH08,South,SKU-101,293,54630.45,55275.27,18284.14,0.94,Rolling
1025,202606,CH08,South,SKU-102,255,76315.96,79847.76,25729.0,0.68,Rolling
1026,202606,CH08,South,SKU-103,275,39608.02,39188.62,13385.73,0.76,Rolling
1027,202606,CH08,South,SKU-201,264,29724.96,30469.56,9513.1,0.88,Rolling
1028,202606,CH08,South,SKU-202,282,61623.59,62281.41,20556.55,0.88,Rolling
1029,202606,CH08,South,SKU-203,266,39407.53,38390.97,13458.88,0.69,Rolling
1030,202606,CH08,South,SKU-301,262,37525.9,37338.12,12185.22,0.82,Rolling
1031,202606,CH08,South,SKU-302,278,26166.38,25342.51,8550.15,0.85,Rolling
1032,202606,CH08,South,SKU-303,268,49862.96,51387.45,16879.19,0.69,Rolling
1033,202606,CH08,South,SKU-401,264,94119.02,90435.66,31170.65,0.72,Rolling
1034,202606,CH08,South,SKU-402,271,36415.57,36172.84,12642.05,0.82,Rolling
1035,202606,CH08,East,SKU-101,273,53474.7,53880.63,17748.55,0.95,Rolling
1036,202606,CH08,East,SKU-102,293,84974.88,84652.49,27663.31,0.74,Rolling
1037,202606,CH08,East,SKU-103,284,46262.09,44633.25,15509.38,0.84,Rolling
1038,202606,CH08,East,SKU-201,271,30771.1,29588.98,9966.72,0.69,Rolling
1039,202606,CH08,East,SKU-202,279,65229.98,64613.37,22101.76,0.88,Rolling
1040,202606,CH08,East,SKU-203,272,34135.99,33831.44,11482.44,0.79,Rolling
1041,202606,CH08,East,SKU-301,295,47546.52,46953.61,16238.04,0.77,Rolling
1042,202606,CH08,East,SKU-302,256,20715.75,20367.27,6915.38,0.94,Rolling
1043,202606,CH08,East,SKU-303,261,49546.2,48015.07,16626.21,0.85,Rolling
1044,202606,CH08,East,SKU-401,230,80287.28,78930.46,27408.36,0.8,Rolling
1045,202606,CH08,East,SKU-402,251,32810.49,33568.85,11267.04,0.94,Rolling
1046,202606,CH08,West,SKU-101,270,50235.0,51130.08,16773.54,0.78,Rolling
1047,202606,CH08,West,SKU-102,290,89501.53,92652.61,30000.11,0.8,Rolling
1048,202606,CH08,West,SKU-103,246,38665.77,40345.14,13278.06,0.84,Rolling
1049,202606,CH08,West,SKU-201,247,23948.48,24861.43,8202.08,0.88,Rolling
1050,202606,CH08,West,SKU-202,277,57975.76,56988.41,18790.38,0.87,Rolling
1051,202606,CH08,West,SKU-203,251,35366.53,35222.6,11460.77,0.74,Rolling
1052,202606,CH08,West,SKU-301,261,36798.83,38009.76,12615.75,0.71,Rolling
1053,202606,CH08,West,SKU-302,281,25878.41,25073.41,8403.44,0.72,Rolling
1054,202606,CH08,West,SKU-303,263,54946.52,57284.23,17679.53,0.65,Rolling
1055,202606,CH08,West,SKU-401,280,95493.78,95940.71,30851.4,0.84,Rolling
1056,202606,CH08,West,SKU-402,261,37718.98,36478.45,13123.42,0.81,Rolling
1057,202607,CH01,North,SKU-101,299,58533.51,57970.93,20090.26,0.83,Rolling
1058,202607,CH01,North,SKU-102,270,75968.37,73841.1,25695.77,0.84,Rolling
1059,202607,CH01,North,SKU-103,267,44080.97,45106.67,14252.17,0.71,Rolling
1060,202607,CH01,North,SKU-201,297,32288.77,32979.76,10617.86,0.82,Rolling
1061,202607,CH01,North,SKU-202,276,65616.66,67800.83,22671.74,0.89,Rolling
1062,202607,CH01,North,SKU-203,269,38857.08,38819.0,12721.46,0.8,Rolling
1063,202607,CH01,North,SKU-301,250,36830.94,35949.42,12842.77,0.88,Rolling
1064,202607,CH01,North,SKU-302,285,26674.96,27366.28,9015.16,0.94,Rolling
1065,202607,CH01,North,SKU-303,265,49250.97,49448.51,16663.39,0.95,Rolling
1066,202607,CH01,North,SKU-401,268,89318.27,89370.37,31170.32,0.93,Rolling
1067,202607,CH01,North,SKU-402,279,35641.94,36431.97,12066.28,0.68,Rolling
1068,202607,CH01,South,SKU-101,247,49418.98,47648.37,16507.52,0.76,Rolling
1069,202607,CH01,South,SKU-102,272,81049.2,81174.99,27064.76,0.77,Rolling
1070,202607,CH01,South,SKU-103,291,42236.3,43263.98,13971.47,0.9,Rolling
1071,202607,CH01,South,SKU-201,262,24923.96,24638.74,8232.31,0.9,Rolling
1072,202607,CH01,South,SKU-202,287,69921.87,72097.2,22537.52,0.86,Rolling
1073,202607,CH01,South,SKU-203,272,35267.11,36754.52,12265.26,0.89,Rolling
1074,202607,CH01,South,SKU-301,219,31533.14,31544.37,10892.37,0.91,Rolling
1075,202607,CH01,South,SKU-302,275,24200.28,25141.76,8073.75,0.73,Rolling
1076,202607,CH01,South,SKU-303,298,59638.04,58617.4,20270.08,0.95,Rolling
1077,202607,CH01,South,SKU-401,252,81229.76,81664.22,26712.23,0.69,Rolling
1078,202607,CH01,South,SKU-402,284,36622.86,35799.12,12363.99,0.85,Rolling
1079,202607,CH01,East,SKU-101,267,54956.65,56537.8,18618.03,0.75,Rolling
1080,202607,CH01,East,SKU-102,280,82073.84,84408.52,28108.08,0.82,Rolling
1081,202607,CH01,East,SKU-103,261,37491.0,38538.83,12902.02,0.9,Rolling
1082,202607,CH01,East,SKU-201,269,25876.35,26506.08,8968.43,0.85,Rolling
1083,202607,CH01,East,SKU-202,274,64096.37,67094.72,20731.75,0.82,Rolling
1084,202607,CH01,East,SKU-203,279,40605.6,42546.55,13617.59,0.9,Rolling
1085,202607,CH01,East,SKU-301,267,38707.1,39938.91,13531.01,0.73,Rolling
1086,202607,CH01,East,SKU-302,276,23159.7,22166.21,7753.25,0.68,Rolling
1087,202607,CH01,East,SKU-303,258,48930.98,47003.81,17058.18,0.73,Rolling
1088,202607,CH01,East,SKU-401,267,97108.76,98255.01,33130.29,0.9,Rolling
1089,202607,CH01,East,SKU-402,292,42615.99,42766.84,13991.63,0.91,Rolling
1090,202607,CH01,West,SKU-101,272,47721.32,47232.25,16627.74,0.72,Rolling
1091,202607,CH01,West,SKU-102,293,86708.88,89913.78,29765.16,0.84,Rolling
1092,202607,CH01,West,SKU-103,329,46622.71,46396.4,15457.59,0.88,Rolling
1093,202607,CH01,West,SKU-201,261,25997.56,26203.89,8364.95,0.69,Rolling
1094,202607,CH01,West,SKU-202,282,60035.43,61794.36,19379.38,0.78,Rolling
1095,202607,CH01,West,SKU-203,280,40852.71,42525.62,13201.54,0.95,Rolling
1096,202607,CH01,West,SKU-301,260,35852.55,35524.58,12150.22,0.75,Rolling
1097,202607,CH01,West,SKU-302,288,24631.97,25209.12,8577.21,0.68,Rolling
1098,202607,CH01,West,SKU-303,260,51980.4,52199.74,17102.53,0.85,Rolling
1099,202607,CH01,West,SKU-401,277,90442.79,90234.48,29908.24,0.8,Rolling
1100,202607,CH01,West,SKU-402,299,36958.35,36732.3,12736.56,0.88,Rolling
1101,202607,CH02,North,SKU-101,271,51691.4,52020.69,18091.79,0.84,Rolling
1102,202607,CH02,North,SKU-102,279,78159.74,80605.77,26171.63,0.95,Rolling
1103,202607,CH02,North,SKU-103,268,42130.53,40220.51,13798.38,0.76,Rolling
1104,202607,CH02,North,SKU-201,282,26736.02,27048.43,8885.53,0.93,Rolling
1105,202607,CH02,North,SKU-202,270,57291.97,58787.14,19572.58,0.92,Rolling
1106,202607,CH02,North,SKU-203,279,37307.99,38957.55,12426.47,0.95,Rolling
1107,202607,CH02,North,SKU-301,236,36416.92,36418.88,12714.07,0.69,Rolling
1108,202607,CH02,North,SKU-302,294,24702.89,25695.13,8223.07,0.89,Rolling
1109,202607,CH02,North,SKU-303,265,54357.75,52406.56,18453.91,0.71,Rolling
1110,202607,CH02,North,SKU-401,266,85240.51,82784.62,28648.58,0.79,Rolling
1111,202607,CH02,North,SKU-402,270,37994.83,38770.93,12566.38,0.91,Rolling
1112,202607,CH02,South,SKU-101,277,50963.63,48418.57,17631.44,0.9,Rolling
1113,202607,CH02,South,SKU-102,248,73584.66,74703.96,25446.35,0.69,Rolling
1114,202607,CH02,South,SKU-103,267,39743.88,37816.72,13789.07,0.81,Rolling
1115,202607,CH02,South,SKU-201,289,28520.09,27833.84,9457.28,0.89,Rolling
1116,202607,CH02,South,SKU-202,265,54518.34,52225.8,18688.96,0.78,Rolling
1117,202607,CH02,South,SKU-203,281,35603.19,34331.76,12199.8,0.87,Rolling
1118,202607,CH02,South,SKU-301,264,36457.03,35684.71,11676.33,0.72,Rolling
1119,202607,CH02,South,SKU-302,266,21671.18,22530.3,7315.41,0.93,Rolling
1120,202607,CH02,South,SKU-303,262,49498.6,50084.36,16031.98,0.65,Rolling
1121,202607,CH02,South,SKU-401,301,114433.6,112532.08,37744.05,0.77,Rolling
1122,202607,CH02,South,SKU-402,280,41117.03,39165.79,14031.02,0.75,Rolling
1123,202607,CH02,East,SKU-101,253,48622.12,46857.19,15853.58,0.77,Rolling
1124,202607,CH02,East,SKU-102,266,71559.7,68013.02,24982.0,0.93,Rolling
1125,202607,CH02,East,SKU-103,278,39227.18,40859.47,13294.15,0.9,Rolling
1126,202607,CH02,East,SKU-201,295,28082.9,27207.5,9042.61,0.71,Rolling
1127,202607,CH02,East,SKU-202,266,55860.74,55558.1,18445.5,0.79,Rolling
1128,202607,CH02,East,SKU-203,267,39288.61,37747.96,12689.35,0.91,Rolling
1129,202607,CH02,East,SKU-301,270,38850.17,40127.81,13508.8,0.84,Rolling
1130,202607,CH02,East,SKU-302,246,22835.21,23408.09,7332.43,0.89,Rolling
1131,202607,CH02,East,SKU-303,249,50520.25,49332.92,17168.82,0.83,Rolling
1132,202607,CH02,East,SKU-401,246,93475.33,90307.55,31586.42,0.75,Rolling
1133,202607,CH02,East,SKU-402,268,35451.13,33781.07,12388.27,0.84,Rolling
1134,202607,CH02,West,SKU-101,270,52222.72,51596.6,17275.13,0.79,Rolling
1135,202607,CH02,West,SKU-102,259,75383.69,77967.58,24468.4,0.66,Rolling
1136,202607,CH02,West,SKU-103,288,47299.28,47040.45,16531.02,0.74,Rolling
1137,202607,CH02,West,SKU-201,257,26117.37,26447.4,8596.53,0.84,Rolling
1138,202607,CH02,West,SKU-202,259,62499.21,64894.22,21819.97,0.86,Rolling
1139,202607,CH02,West,SKU-203,279,35282.77,34186.3,11596.88,0.92,Rolling
1140,202607,CH02,West,SKU-301,271,38181.72,37299.85,13316.09,0.73,Rolling
1141,202607,CH02,West,SKU-302,260,21288.73,20720.87,7222.62,0.79,Rolling
1142,202607,CH02,West,SKU-303,272,57481.59,59114.61,18431.34,0.77,Rolling
1143,202607,CH02,West,SKU-401,239,87870.69,91402.99,28741.81,0.79,Rolling
1144,202607,CH02,West,SKU-402,253,34551.5,33008.19,11797.48,0.81,Rolling
1145,202607,CH03,North,SKU-101,288,59477.63,62443.75,20673.17,0.88,Rolling
1146,202607,CH03,North,SKU-102,287,77854.0,79232.34,26578.0,0.95,Rolling
1147,202607,CH03,North,SKU-103,272,42767.83,44818.02,13913.08,0.75,Rolling
1148,202607,CH03,North,SKU-201,272,25753.86,25334.03,8909.83,0.66,Rolling
1149,202607,CH03,North,SKU-202,267,64889.99,68040.24,21586.24,0.94,Rolling
1150,202607,CH03,North,SKU-203,277,37723.69,36326.23,13057.98,0.76,Rolling
1151,202607,CH03,North,SKU-301,276,39640.69,41590.84,13580.61,0.94,Rolling
1152,202607,CH03,North,SKU-302,260,22893.16,22880.96,7445.96,0.87,Rolling
1153,202607,CH03,North,SKU-303,263,50942.94,51267.23,17412.0,0.79,Rolling
1154,202607,CH03,North,SKU-401,271,102809.16,107216.84,35006.81,0.66,Rolling
1155,202607,CH03,North,SKU-402,272,40422.92,42428.17,13975.35,0.67,Rolling
1156,202607,CH03,South,SKU-101,309,62675.06,62093.4,20657.08,0.79,Rolling
1157,202607,CH03,South,SKU-102,250,76827.84,73278.01,24932.66,0.69,Rolling
1158,202607,CH03,South,SKU-103,252,41284.93,42862.22,13251.11,0.88,Rolling
1159,202607,CH03,South,SKU-201,277,28778.31,30192.41,9246.91,0.72,Rolling
1160,202607,CH03,South,SKU-202,265,64049.82,64434.15,20582.62,0.77,Rolling
1161,202607,CH03,South,SKU-203,266,36848.85,37348.71,12580.11,0.88,Rolling
1162,202607,CH03,South,SKU-301,276,44894.25,45936.33,15365.33,0.95,Rolling
1163,202607,CH03,South,SKU-302,286,27298.18,26345.84,9143.03,0.82,Rolling
1164,202607,CH03,South,SKU-303,262,54978.27,56192.65,19237.69,0.73,Rolling
1165,202607,CH03,South,SKU-401,282,95783.35,92532.34,33225.0,0.83,Rolling
1166,202607,CH03,South,SKU-402,287,36982.65,36381.86,12257.76,0.94,Rolling
1167,202607,CH03,East,SKU-101,269,50636.98,48238.28,16544.64,0.93,Rolling
1168,202607,CH03,East,SKU-102,241,64047.44,66350.13,21630.88,0.92,Rolling
1169,202607,CH03,East,SKU-103,270,41627.2,41561.68,14377.15,0.84,Rolling
1170,202607,CH03,East,SKU-201,286,28020.96,28441.73,9134.54,0.82,Rolling
1171,202607,CH03,East,SKU-202,219,45165.49,44706.44,15566.18,0.9,Rolling
1172,202607,CH03,East,SKU-203,282,37078.19,35551.14,11929.71,0.91,Rolling
1173,202607,CH03,East,SKU-301,281,41428.05,40930.52,14447.76,0.67,Rolling
1174,202607,CH03,East,SKU-302,284,22832.01,23385.85,7532.9,0.87,Rolling
1175,202607,CH03,East,SKU-303,280,58912.42,59389.83,19358.57,0.87,Rolling
1176,202607,CH03,East,SKU-401,274,103711.33,104184.71,35890.22,0.91,Rolling
1177,202607,CH03,East,SKU-402,267,35738.41,35557.71,12396.03,0.89,Rolling
1178,202607,CH03,West,SKU-101,248,52043.45,52540.73,17880.89,0.88,Rolling
1179,202607,CH03,West,SKU-102,263,78926.33,78926.2,26607.42,0.86,Rolling
1180,202607,CH03,West,SKU-103,284,40309.15,39469.89,13512.68,0.75,Rolling
1181,202607,CH03,West,SKU-201,273,28443.91,28068.4,9558.29,0.78,Rolling
1182,202607,CH03,West,SKU-202,259,54586.87,55576.89,18982.0,0.81,Rolling
1183,202607,CH03,West,SKU-203,292,39665.75,39495.29,12702.7,0.78,Rolling
1184,202607,CH03,West,SKU-301,264,43425.99,41627.25,14322.95,0.78,Rolling
1185,202607,CH03,West,SKU-302,268,23333.7,22230.39,7963.86,0.92,Rolling
1186,202607,CH03,West,SKU-303,271,50774.59,49356.18,16606.09,0.78,Rolling
1187,202607,CH03,West,SKU-401,300,99503.53,97176.02,32987.46,0.84,Rolling
1188,202607,CH03,West,SKU-402,267,36752.7,35803.88,11847.86,0.66,Rolling
1189,202607,CH04,North,SKU-101,257,47829.82,49135.26,16333.35,0.83,Rolling
1190,202607,CH04,North,SKU-102,290,89549.94,88647.63,29732.98,0.77,Rolling
1191,202607,CH04,North,SKU-103,245,34715.87,34163.49,11441.62,0.67,Rolling
1192,202607,CH04,North,SKU-201,251,25087.92,26007.79,8283.61,0.69,Rolling
1193,202607,CH04,North,SKU-202,256,62417.3,60412.31,20930.79,0.72,Rolling
1194,202607,CH04,North,SKU-203,287,38325.67,37338.04,13288.38,0.92,Rolling
1195,202607,CH04,North,SKU-301,266,37896.56,37649.99,12844.85,0.77,Rolling
1196,202607,CH04,North,SKU-302,263,24464.48,25416.98,8540.16,0.87,Rolling
1197,202607,CH04,North,SKU-303,272,59492.85,60026.82,20253.43,0.85,Rolling
1198,202607,CH04,North,SKU-401,289,96391.99,97987.61,33433.98,0.86,Rolling
1199,202607,CH04,North,SKU-402,266,37790.0,38701.64,12781.02,0.74,Rolling
1200,202607,CH04,South,SKU-101,299,60534.86,58805.43,19995.95,0.91,Rolling
1201,202607,CH04,South,SKU-102,233,66873.82,68553.89,21965.16,0.72,Rolling
1202,202607,CH04,South,SKU-103,300,42220.1,40924.09,14775.55,0.71,Rolling
1203,202607,CH04,South,SKU-201,275,30667.78,31450.32,10362.9,0.65,Rolling
1204,202607,CH04,South,SKU-202,292,70700.87,70669.33,24096.75,0.67,Rolling
1205,202607,CH04,South,SKU-203,282,37283.12,35861.35,12094.86,0.71,Rolling
1206,202607,CH04,South,SKU-301,262,38840.3,39711.73,12525.31,0.83,Rolling
1207,202607,CH04,South,SKU-302,269,25208.64,25094.78,8652.97,0.71,Rolling
1208,202607,CH04,South,SKU-303,273,53044.81,51590.65,18118.37,0.8,Rolling
1209,202607,CH04,South,SKU-401,283,91892.36,94055.21,31702.58,0.92,Rolling
1210,202607,CH04,South,SKU-402,273,38882.61,37544.07,12633.99,0.67,Rolling
1211,202607,CH04,East,SKU-101,261,54790.25,54412.16,18726.61,0.86,Rolling
1212,202607,CH04,East,SKU-102,254,73783.03,75260.94,25820.19,0.76,Rolling
1213,202607,CH04,East,SKU-103,294,46275.08,46729.75,14881.57,0.67,Rolling
1214,202607,CH04,East,SKU-201,282,29910.09,29278.47,10286.37,0.89,Rolling
1215,202607,CH04,East,SKU-202,284,61046.31,62935.35,19875.64,0.74,Rolling
1216,202607,CH04,East,SKU-203,253,35609.5,36152.58,11839.02,0.68,Rolling
1217,202607,CH04,East,SKU-301,297,44356.57,44750.56,14450.65,0.69,Rolling
1218,202607,CH04,East,SKU-302,265,22201.91,23073.36,7458.13,0.8,Rolling
1219,202607,CH04,East,SKU-303,247,50178.23,48402.75,16504.35,0.79,Rolling
1220,202607,CH04,East,SKU-401,279,98850.26,100675.74,32962.83,0.91,Rolling
1221,202607,CH04,East,SKU-402,291,43085.35,41256.74,13791.66,0.76,Rolling
1222,202607,CH04,West,SKU-101,275,52566.81,50594.94,17090.26,0.91,Rolling
1223,202607,CH04,West,SKU-102,291,86388.52,87232.38,28170.24,0.78,Rolling
1224,202607,CH04,West,SKU-103,280,38718.27,40474.36,13371.14,0.73,Rolling
1225,202607,CH04,West,SKU-201,275,26433.61,26441.62,8820.56,0.77,Rolling
1226,202607,CH04,West,SKU-202,288,59234.07,56662.35,19030.86,0.77,Rolling
1227,202607,CH04,West,SKU-203,281,39265.52,40000.13,12865.59,0.83,Rolling
1228,202607,CH04,West,SKU-301,279,41109.65,41599.48,14361.06,0.78,Rolling
1229,202607,CH04,West,SKU-302,265,21467.01,21581.14,7081.13,0.69,Rolling
1230,202607,CH04,West,SKU-303,268,52612.94,50538.6,16874.48,0.9,Rolling
1231,202607,CH04,West,SKU-401,298,105668.92,103322.63,35378.73,0.78,Rolling
1232,202607,CH04,West,SKU-402,258,32630.68,31172.33,11193.31,0.85,Rolling
1233,202607,CH05,North,SKU-101,270,51814.84,51488.53,17191.48,0.8,Rolling
1234,202607,CH05,North,SKU-102,271,81138.81,80145.9,26971.04,0.76,Rolling
1235,202607,CH05,North,SKU-103,272,44364.15,45235.29,15392.57,0.86,Rolling
1236,202607,CH05,North,SKU-201,315,30011.09,30248.56,10489.02,0.78,Rolling
1237,202607,CH05,North,SKU-202,255,58713.63,57628.48,20047.36,0.94,Rolling
1238,202607,CH05,North,SKU-203,294,38684.95,38188.01,12837.08,0.68,Rolling
1239,202607,CH05,North,SKU-301,283,46079.44,48046.76,14779.19,0.95,Rolling
1240,202607,CH05,North,SKU-302,280,24129.62,24174.3,7956.47,0.84,Rolling
1241,202607,CH05,North,SKU-303,244,46744.41,44489.62,15733.29,0.82,Rolling
1242,202607,CH05,North,SKU-401,266,100537.53,101657.83,32521.02,0.8,Rolling
1243,202607,CH05,North,SKU-402,270,37455.73,38610.59,12827.47,0.71,Rolling
1244,202607,CH05,South,SKU-101,291,60549.62,57956.57,20259.07,0.83,Rolling
1245,202607,CH05,South,SKU-102,257,75777.06,72125.43,25631.67,0.8,Rolling
1246,202607,CH05,South,SKU-103,295,45185.3,44356.16,15510.53,0.93,Rolling
1247,202607,CH05,South,SKU-201,263,27343.83,27061.04,9519.83,0.8,Rolling
1248,202607,CH05,South,SKU-202,268,57344.45,56339.74,19953.65,0.85,Rolling
1249,202607,CH05,South,SKU-203,288,39489.6,41351.12,13014.24,0.7,Rolling
1250,202607,CH05,South,SKU-301,270,38420.45,39913.28,13436.46,0.82,Rolling
1251,202607,CH05,South,SKU-302,284,25933.8,24751.63,8421.46,0.67,Rolling
1252,202607,CH05,South,SKU-303,265,48673.26,48818.61,15974.54,0.89,Rolling
1253,202607,CH05,South,SKU-401,284,97364.28,97809.99,33066.62,0.84,Rolling
1254,202607,CH05,South,SKU-402,280,37049.33,36804.8,12145.47,0.7,Rolling
1255,202607,CH05,East,SKU-101,249,47749.21,45662.46,16635.53,0.88,Rolling
1256,202607,CH05,East,SKU-102,281,82503.07,82748.31,28832.68,0.87,Rolling
1257,202607,CH05,East,SKU-103,274,38954.63,37066.18,13272.12,0.68,Rolling
1258,202607,CH05,East,SKU-201,247,24582.78,24898.99,8543.06,0.74,Rolling
1259,202607,CH05,East,SKU-202,255,53162.25,50834.93,17151.7,0.78,Rolling
1260,202607,CH05,East,SKU-203,261,37960.14,39041.15,12751.54,0.68,Rolling
1261,202607,CH05,East,SKU-301,280,39253.49,40597.79,12959.4,0.72,Rolling
1262,202607,CH05,East,SKU-302,291,24834.82,24474.22,8378.99,0.87,Rolling
1263,202607,CH05,East,SKU-303,238,51641.42,50412.84,17933.25,0.94,Rolling
1264,202607,CH05,East,SKU-401,258,86367.86,88420.06,29703.86,0.72,Rolling
1265,202607,CH05,East,SKU-402,281,37202.65,35966.41,12007.49,0.82,Rolling
1266,202607,CH05,West,SKU-101,267,49144.82,47488.97,16437.1,0.79,Rolling
1267,202607,CH05,West,SKU-102,271,79568.4,80410.01,25767.49,0.95,Rolling
1268,202607,CH05,West,SKU-103,284,42474.35,42483.39,14257.05,0.71,Rolling
1269,202607,CH05,West,SKU-201,279,27186.39,26061.74,9301.73,0.73,Rolling
1270,202607,CH05,West,SKU-202,276,59759.59,61642.88,20109.08,0.91,Rolling
1271,202607,CH05,West,SKU-203,283,35025.24,34126.87,11302.65,0.78,Rolling
1272,202607,CH05,West,SKU-301,294,47618.25,46795.3,15722.93,0.92,Rolling
1273,202607,CH05,West,SKU-302,266,22252.13,23250.81,7504.25,0.88,Rolling
1274,202607,CH05,West,SKU-303,243,52254.46,54224.66,16794.82,0.74,Rolling
1275,202607,CH05,West,SKU-401,267,98037.03,94944.08,32391.36,0.85,Rolling
1276,202607,CH05,West,SKU-402,269,39747.66,38223.52,13565.36,0.72,Rolling
1277,202607,CH06,North,SKU-101,266,47585.45,46727.85,15715.55,0.92,Rolling
1278,202607,CH06,North,SKU-102,275,76640.68,75259.89,25275.7,0.85,Rolling
1279,202607,CH06,North,SKU-103,271,38481.74,36642.85,12566.79,0.68,Rolling
1280,202607,CH06,North,SKU-201,285,30886.15,30532.99,9951.56,0.89,Rolling
1281,202607,CH06,North,SKU-202,274,65917.99,62920.43,21492.86,0.88,Rolling
1282,202607,CH06,North,SKU-203,280,34952.86,36204.44,11513.85,0.71,Rolling
1283,202607,CH06,North,SKU-301,271,37666.58,38667.78,12700.2,0.78,Rolling
