SalesKey,DateKey,Chain_ID,Zone,SKU_Code,Ordered_Qty,Delivered_Qty,Actual_Qty,Actual_Revenue,Base_COGS,Logistics_Cost,Scheme_Adjustment,Promo_Cost,CM2_Provisional,Metric_Type
1625,202608,CH05,West,SKU-302,273,256,256,23528.31,14080.0,1176.42,528.25,0,9448.31,Actual
1626,202608,CH05,West,SKU-303,279,259,259,54077.46,32375.0,2703.87,1101.97,0,21702.46,Actual
1627,202608,CH05,West,SKU-401,226,209,209,76188.37,45980.0,3809.42,2583.53,1826.44,30208.37,Actual
1628,202608,CH05,West,SKU-402,260,244,244,35765.42,20740.0,1788.27,1037.39,0,15025.42,Actual
1629,202608,CH06,North,SKU-101,235,223,223,39141.86,26760.0,2348.51,977.4,0,12381.86,Actual
1630,202608,CH06,North,SKU-102,241,221,221,61586.06,39780.0,3695.16,1439.95,0,21806.06,Actual
1631,202608,CH06,North,SKU-103,264,248,248,37369.13,23560.0,2242.15,1261.13,0,13809.13,Actual
1632,202608,CH06,North,SKU-201,256,236,236,22448.95,15340.0,1346.94,574.75,0,7108.95,Actual
1633,202608,CH06,North,SKU-202,231,217,217,46874.2,30380.0,2812.45,1559.7,0,16494.2,Actual
1634,202608,CH06,North,SKU-203,244,225,225,29660.0,19125.0,1779.6,914.23,0,10535.0,Actual
1635,202608,CH06,North,SKU-301,246,223,223,35303.82,21185.0,2118.23,1303.64,870.1,14118.82,Actual
1636,202608,CH06,North,SKU-302,255,234,234,20221.77,12870.0,1213.31,611.52,424.19,7351.77,Actual
1637,202608,CH06,North,SKU-303,252,244,244,52905.65,30500.0,3174.34,1984.72,0,22405.65,Actual
1638,202608,CH06,North,SKU-401,226,218,218,76664.86,47960.0,4599.89,2307.87,1913.61,28704.86,Actual
1639,202608,CH06,North,SKU-402,230,210,210,29801.16,17850.0,1788.07,805.44,455.88,11951.16,Actual
1640,202608,CH06,South,SKU-101,243,229,229,42878.53,27480.0,2143.93,943.27,1119.14,15398.53,Actual
1641,202608,CH06,South,SKU-102,244,223,223,66938.14,40140.0,3346.91,2523.13,1494.36,26798.14,Actual
1642,202608,CH06,South,SKU-103,247,237,237,39011.52,22515.0,1950.58,942.54,653.61,16496.52,Actual
1643,202608,CH06,South,SKU-201,266,248,248,27077.33,16120.0,1353.87,929.55,0,10957.33,Actual
1644,202608,CH06,South,SKU-202,245,239,239,54867.81,33460.0,2743.39,1438.2,0,21407.81,Actual
1645,202608,CH06,South,SKU-203,248,239,239,32756.96,20315.0,1637.85,1154.19,365.76,12441.96,Actual
1646,202608,CH06,South,SKU-301,270,245,245,39727.76,23275.0,1986.39,1070.85,0,16452.76,Actual
1647,202608,CH06,South,SKU-302,271,260,260,21070.66,14300.0,1053.53,773.5,279.25,6770.66,Actual
1648,202608,CH06,South,SKU-303,269,259,259,51995.05,32375.0,2599.75,1475.88,0,19620.05,Actual
1649,202608,CH06,South,SKU-401,234,220,220,77514.98,48400.0,3875.75,2799.19,0,29114.98,Actual
1650,202608,CH06,South,SKU-402,265,242,242,34644.73,20570.0,1732.24,727.58,0,14074.73,Actual
1651,202608,CH06,East,SKU-101,271,258,258,47183.24,30960.0,3774.66,1330.05,0,16223.24,Actual
1652,202608,CH06,East,SKU-102,271,250,250,65410.26,45000.0,5232.82,2064.45,0,20410.26,Actual
1653,202608,CH06,East,SKU-103,244,237,237,38567.73,22515.0,3085.42,976.51,0,16052.73,Actual
1654,202608,CH06,East,SKU-201,248,243,243,27400.12,15795.0,2192.01,677.01,0,11605.12,Actual
1655,202608,CH06,East,SKU-202,261,235,235,47785.03,32900.0,3822.8,1395.86,0,14885.03,Actual
1656,202608,CH06,East,SKU-203,249,229,229,32235.56,19465.0,2578.85,1005.68,0,12770.56,Actual
1657,202608,CH06,East,SKU-301,241,221,221,33007.33,20995.0,2640.59,1013.19,461.33,12012.33,Actual
1658,202608,CH06,East,SKU-302,250,240,240,21797.06,13200.0,1743.76,484.07,421.9,8597.06,Actual
1659,202608,CH06,East,SKU-303,221,208,208,39762.35,26000.0,3180.99,1206.76,0,13762.35,Actual
1660,202608,CH06,East,SKU-401,278,259,259,92586.78,56980.0,7406.94,3609.18,0,35606.78,Actual
1661,202608,CH06,East,SKU-402,264,246,246,35615.23,20910.0,2849.22,1302.57,0,14705.23,Actual
1662,202608,CH06,West,SKU-101,267,246,246,49013.31,29520.0,2450.67,1271.89,0,19493.31,Actual
1663,202608,CH06,West,SKU-102,240,216,216,59056.69,38880.0,2952.83,2025.92,0,20176.69,Actual
1664,202608,CH06,West,SKU-103,233,216,216,31216.15,20520.0,1560.81,921.44,0,10696.15,Actual
1665,202608,CH06,West,SKU-201,260,243,243,24412.9,15795.0,1220.64,794.03,0,8617.9,Actual
1666,202608,CH06,West,SKU-202,231,212,212,50688.41,29680.0,2534.42,1399.2,0,21008.41,Actual
1667,202608,CH06,West,SKU-203,271,258,258,34046.62,21930.0,1702.33,694.34,0,12116.62,Actual
1668,202608,CH06,West,SKU-301,261,254,254,40875.13,24130.0,2043.76,1574.34,0,16745.13,Actual
1669,202608,CH06,West,SKU-302,275,257,257,22022.93,14135.0,1101.15,744.33,0,7887.93,Actual
1670,202608,CH06,West,SKU-303,272,262,262,56508.75,32750.0,2825.44,2236.45,0,23758.75,Actual
1671,202608,CH06,West,SKU-401,272,247,247,80520.29,54340.0,4026.01,2079.39,0,26180.29,Actual
1672,202608,CH06,West,SKU-402,255,242,242,35375.77,20570.0,1768.79,711.5,0,14805.77,Actual
1673,202608,CH07,North,SKU-101,234,219,219,40970.45,26280.0,2458.23,854.97,0,14690.45,Actual
1674,202608,CH07,North,SKU-102,243,227,227,67178.79,40860.0,4030.73,2009.07,1246.42,26318.79,Actual
1675,202608,CH07,North,SKU-103,288,276,276,42083.08,26220.0,2524.98,1310.34,1202.75,15863.08,Actual
1676,202608,CH07,North,SKU-201,244,231,231,22170.5,15015.0,1330.23,571.21,292.79,7155.5,Actual
1677,202608,CH07,North,SKU-202,252,240,240,49484.79,33600.0,2969.09,1607.04,0,15884.79,Actual
1678,202608,CH07,North,SKU-203,234,220,220,31156.01,18700.0,1869.36,869.56,0,12456.01,Actual
1679,202608,CH07,North,SKU-301,242,230,230,37838.36,21850.0,2270.3,813.33,0,15988.36,Actual
1680,202608,CH07,North,SKU-302,248,242,242,19676.69,13310.0,1180.6,767.02,227.57,6366.69,Actual
1681,202608,CH07,North,SKU-303,280,261,261,55573.84,32625.0,3334.43,1601.48,0,22948.84,Actual
1682,202608,CH07,North,SKU-401,256,242,242,77737.68,53240.0,4664.26,1845.08,0,24497.68,Actual
1683,202608,CH07,North,SKU-402,243,225,225,30422.48,19125.0,1825.35,673.77,0,11297.48,Actual
1684,202608,CH07,South,SKU-101,231,225,225,42959.02,27000.0,2147.95,958.57,1242.6,15959.02,Actual
1685,202608,CH07,South,SKU-102,261,252,252,74552.94,45360.0,3727.65,1650.48,0,29192.94,Actual
1686,202608,CH07,South,SKU-103,250,241,241,37228.33,22895.0,1861.42,798.38,0,14333.33,Actual
1687,202608,CH07,South,SKU-201,259,240,240,24394.47,15600.0,1219.72,790.79,0,8794.47,Actual
1688,202608,CH07,South,SKU-202,273,254,254,60360.15,35560.0,3018.01,1330.81,677.85,24800.15,Actual
1689,202608,CH07,South,SKU-203,215,205,205,27029.16,17425.0,1351.46,942.14,297.78,9604.16,Actual
1690,202608,CH07,South,SKU-301,236,215,215,32971.74,20425.0,1648.59,747.76,0,12546.74,Actual
1691,202608,CH07,South,SKU-302,283,263,263,21758.2,14465.0,1087.91,589.92,0,7293.2,Actual
1692,202608,CH07,South,SKU-303,265,254,254,47255.27,31750.0,2362.76,1320.21,721.04,15505.27,Actual
1693,202608,CH07,South,SKU-401,244,224,224,76528.62,49280.0,3826.43,2140.51,0,27248.62,Actual
1694,202608,CH07,South,SKU-402,233,224,224,31341.93,19040.0,1567.1,1136.98,622.77,12301.93,Actual
1695,202608,CH07,East,SKU-101,235,216,216,43024.97,25920.0,3442.0,1637.88,0,17104.97,Actual
1696,202608,CH07,East,SKU-102,270,258,258,80416.66,46440.0,6433.33,1914.65,0,33976.66,Actual
1697,202608,CH07,East,SKU-103,247,236,236,35129.84,22420.0,2810.39,974.11,583.36,12709.84,Actual
1698,202608,CH07,East,SKU-201,254,236,236,22461.98,15340.0,1796.96,520.33,537.0,7121.98,Actual
1699,202608,CH07,East,SKU-202,227,207,207,44509.06,28980.0,3560.72,1723.7,0,15529.06,Actual
1700,202608,CH07,East,SKU-203,250,232,232,29375.87,19720.0,2350.07,982.48,0,9655.87,Actual
1701,202608,CH07,East,SKU-301,264,241,241,37249.03,22895.0,2979.92,959.04,0,14354.03,Actual
1702,202608,CH07,East,SKU-302,232,218,218,18194.42,11990.0,1455.55,568.64,0,6204.42,Actual
1703,202608,CH07,East,SKU-303,284,274,274,56255.72,34250.0,4500.46,1755.45,0,22005.72,Actual
1704,202608,CH07,East,SKU-401,238,220,220,70749.95,48400.0,5660.0,2468.61,0,22349.95,Actual
1705,202608,CH07,East,SKU-402,213,205,205,28958.08,17425.0,2316.65,842.86,0,11533.08,Actual
1706,202608,CH07,West,SKU-101,259,241,241,43321.41,28920.0,2166.07,1368.93,0,14401.41,Actual
1707,202608,CH07,West,SKU-102,285,263,263,75849.01,47340.0,3792.45,2288.08,0,28509.01,Actual
1708,202608,CH07,West,SKU-103,266,245,245,36894.94,23275.0,1844.75,957.82,0,13619.94,Actual
1709,202608,CH07,West,SKU-201,245,229,229,25902.34,14885.0,1295.12,721.82,0,11017.34,Actual
1710,202608,CH07,West,SKU-202,268,246,246,55641.45,34440.0,2782.07,1940.22,1148.43,21201.45,Actual
1711,202608,CH07,West,SKU-203,266,254,254,32698.09,21590.0,1634.9,1177.17,553.32,11108.09,Actual
1712,202608,CH07,West,SKU-301,233,216,216,32529.76,20520.0,1626.49,1011.62,447.64,12009.76,Actual
1713,202608,CH07,West,SKU-302,270,253,253,21121.98,13915.0,1056.1,633.17,0,7206.98,Actual
1714,202608,CH07,West,SKU-303,236,225,225,42213.14,28125.0,2110.66,1494.42,0,14088.14,Actual
1715,202608,CH07,West,SKU-401,248,225,225,82703.64,49500.0,4135.18,3252.2,2185.08,33203.64,Actual
1716,202608,CH07,West,SKU-402,235,214,214,27061.23,18190.0,1353.06,946.15,524.8,8871.23,Actual
1717,202608,CH08,North,SKU-101,264,252,252,49333.05,30240.0,2959.98,1004.77,0,19093.05,Actual
1718,202608,CH08,North,SKU-102,241,217,217,56746.5,39060.0,3404.79,2101.76,0,17686.5,Actual
1719,202608,CH08,North,SKU-103,259,249,249,39181.88,23655.0,2350.91,1024.05,0,15526.88,Actual
1720,202608,CH08,North,SKU-201,243,233,233,24195.0,15145.0,1451.7,591.16,0,9050.0,Actual
1721,202608,CH08,North,SKU-202,239,218,218,53333.76,30520.0,3200.03,1680.57,0,22813.76,Actual
1722,202608,CH08,North,SKU-203,278,271,271,40109.84,23035.0,2406.59,1511.8,573.21,17074.84,Actual
1723,202608,CH08,North,SKU-301,256,234,234,38809.32,22230.0,2328.56,1370.77,651.07,16579.32,Actual
1724,202608,CH08,North,SKU-302,233,218,218,20240.93,11990.0,1214.46,622.42,0,8250.93,Actual
1725,202608,CH08,North,SKU-303,255,243,243,47623.01,30375.0,2857.38,1845.76,992.81,17248.01,Actual
1726,202608,CH08,North,SKU-401,263,247,247,82235.3,54340.0,4934.12,1677.62,0,27895.3,Actual
1727,202608,CH08,North,SKU-402,238,219,219,27075.3,18615.0,1624.52,819.86,0,8460.3,Actual
1728,202608,CH08,South,SKU-101,253,236,236,46546.86,28320.0,2327.34,1797.04,1196.15,18226.86,Actual
1729,202608,CH08,South,SKU-102,235,222,222,66043.63,39960.0,3302.18,2363.93,0,26083.63,Actual
1730,202608,CH08,South,SKU-103,261,246,246,40802.03,23370.0,2040.1,908.34,0,17432.03,Actual
1731,202608,CH08,South,SKU-201,267,260,260,28445.92,16900.0,1422.3,965.34,0,11545.92,Actual
1732,202608,CH08,South,SKU-202,254,235,235,51301.73,32900.0,2565.09,1678.97,0,18401.73,Actual
1733,202608,CH08,South,SKU-203,262,246,246,31564.13,20910.0,1578.21,1131.03,0,10654.13,Actual
1734,202608,CH08,South,SKU-301,249,237,237,37855.39,22515.0,1892.77,1067.03,0,15340.39,Actual
1735,202608,CH08,South,SKU-302,273,248,248,23851.65,13640.0,1192.58,484.16,663.08,10211.65,Actual
1736,202608,CH08,South,SKU-303,237,229,229,48470.84,28625.0,2423.54,1930.69,0,19845.84,Actual
1737,202608,CH08,South,SKU-401,240,223,223,72835.46,49060.0,3641.77,2691.96,1263.93,23775.46,Actual
1738,202608,CH08,South,SKU-402,254,248,248,34651.0,21080.0,1732.55,731.65,744.28,13571.0,Actual
1739,202608,CH08,East,SKU-101,270,255,255,45090.88,30600.0,3607.27,1201.29,590.64,14490.88,Actual
1740,202608,CH08,East,SKU-102,269,259,259,80651.8,46620.0,6452.14,2730.82,0,34031.8,Actual
1741,202608,CH08,East,SKU-103,235,216,216,30828.74,20520.0,2466.3,935.24,0,10308.74,Actual
1742,202608,CH08,East,SKU-201,239,216,216,22881.41,14040.0,1830.51,484.25,399.16,8841.41,Actual
1743,202608,CH08,East,SKU-202,260,245,245,54086.4,34300.0,4326.91,1477.05,0,19786.4,Actual
1744,202608,CH08,East,SKU-203,281,272,272,38194.64,23120.0,3055.57,1377.97,0,15074.64,Actual
1745,202608,CH08,East,SKU-301,234,212,212,33535.4,20140.0,2682.83,1215.23,817.53,13395.4,Actual
1746,202608,CH08,East,SKU-302,261,249,249,22806.67,13695.0,1824.53,835.14,0,9111.67,Actual
1747,202608,CH08,East,SKU-303,210,191,191,37290.41,23875.0,2983.23,1162.26,0,13415.41,Actual
1748,202608,CH08,East,SKU-401,277,249,249,93316.91,54780.0,7465.35,2180.84,0,38536.91,Actual
1749,202608,CH08,East,SKU-402,275,257,257,35649.36,21845.0,2851.95,1382.1,443.85,13804.36,Actual
1750,202608,CH08,West,SKU-101,236,217,217,41147.9,26040.0,2057.4,1538.85,909.32,15107.9,Actual
1751,202608,CH08,West,SKU-102,255,238,238,63298.46,42840.0,3164.92,2531.31,1690.36,20458.46,Actual
1752,202608,CH08,West,SKU-103,273,250,250,35171.67,23750.0,1758.58,705.63,565.22,11421.67,Actual
1753,202608,CH08,West,SKU-201,227,220,220,23639.88,14300.0,1181.99,827.03,0,9339.88,Actual
1754,202608,CH08,West,SKU-202,282,268,268,54541.1,37520.0,2727.05,1406.45,0,17021.1,Actual
1755,202608,CH08,West,SKU-203,238,223,223,29018.95,18955.0,1450.95,835.83,587.59,10063.95,Actual
1756,202608,CH08,West,SKU-301,258,235,235,34054.38,22325.0,1702.72,919.11,0,11729.38,Actual
1757,202608,CH08,West,SKU-302,262,240,240,21780.95,13200.0,1089.05,691.8,0,8580.95,Actual
1758,202608,CH08,West,SKU-303,253,237,237,47844.19,29625.0,2392.21,1497.96,1163.1,18219.19,Actual
1759,202608,CH08,West,SKU-401,227,205,205,67233.54,45100.0,3361.68,2657.18,1959.17,22133.54,Actual
1760,202608,CH08,West,SKU-402,218,204,204,26111.85,17340.0,1305.59,955.79,757.56,8771.85,Actual
1761,202609,CH01,North,SKU-101,256,236,236,46189.85,28320.0,2771.39,1764.29,1265.97,17869.85,Actual
1762,202609,CH01,North,SKU-102,253,228,228,63120.21,41040.0,3787.21,2292.3,1199.77,22080.21,Actual
1763,202609,CH01,North,SKU-103,242,220,220,35438.49,20900.0,2126.31,1316.65,0,14538.49,Actual
1764,202609,CH01,North,SKU-201,245,227,227,23048.67,14755.0,1382.92,542.18,0,8293.67,Actual
1765,202609,CH01,North,SKU-202,255,230,230,55052.67,32200.0,3303.16,1809.99,0,22852.67,Actual
1766,202609,CH01,North,SKU-203,263,252,252,36752.91,21420.0,2205.17,1417.05,612.05,15332.91,Actual
1767,202609,CH01,North,SKU-301,250,229,229,31590.16,21755.0,1895.41,695.49,480.3,9835.16,Actual
1768,202609,CH01,North,SKU-302,233,209,209,19803.49,11495.0,1188.21,687.61,0,8308.49,Actual
1769,202609,CH01,North,SKU-303,273,245,245,50582.4,30625.0,3034.94,2007.99,0,19957.4,Actual
1770,202609,CH01,North,SKU-401,271,251,251,90990.05,55220.0,5459.4,3446.06,0,35770.05,Actual
1771,202609,CH01,North,SKU-402,240,233,233,29309.8,19805.0,1758.59,668.72,424.93,9504.8,Actual
1772,202609,CH01,South,SKU-101,253,232,232,45540.82,27840.0,2277.04,911.68,0,17700.82,Actual
1773,202609,CH01,South,SKU-102,266,248,248,76831.25,44640.0,3841.56,2343.25,0,32191.25,Actual
1774,202609,CH01,South,SKU-103,249,234,234,37403.25,22230.0,1870.16,984.99,567.15,15173.25,Actual
1775,202609,CH01,South,SKU-201,237,226,226,24181.93,14690.0,1209.1,847.41,0,9491.93,Actual
1776,202609,CH01,South,SKU-202,250,241,241,58400.66,33740.0,2920.03,1910.39,0,24660.66,Actual
1777,202609,CH01,South,SKU-203,239,216,216,29057.38,18360.0,1452.87,1149.8,632.54,10697.38,Actual
1778,202609,CH01,South,SKU-301,253,228,228,34636.66,21660.0,1731.83,1116.9,0,12976.66,Actual
1779,202609,CH01,South,SKU-302,260,238,238,21954.4,13090.0,1097.72,536.25,290.42,8864.4,Actual
1780,202609,CH01,South,SKU-303,244,227,227,48191.35,28375.0,2409.57,1531.64,1176.66,19816.35,Actual
1781,202609,CH01,South,SKU-401,237,225,225,86210.63,49500.0,4310.53,3416.38,1444.47,36710.63,Actual
1782,202609,CH01,South,SKU-402,260,244,244,31698.19,20740.0,1584.91,836.59,0,10958.19,Actual
1783,202609,CH01,East,SKU-101,233,222,222,38913.7,26640.0,3113.1,1161.28,462.48,12273.7,Actual
1784,202609,CH01,East,SKU-102,233,211,211,62050.88,37980.0,4964.07,2177.1,0,24070.88,Actual
1785,202609,CH01,East,SKU-103,273,263,263,36775.18,24985.0,2942.01,1098.13,0,11790.18,Actual
1786,202609,CH01,East,SKU-201,268,262,262,28176.98,17030.0,2254.16,694.47,0,11146.98,Actual
1787,202609,CH01,East,SKU-202,256,230,230,47071.11,32200.0,3765.69,1053.67,0,14871.11,Actual
1788,202609,CH01,East,SKU-203,257,231,231,31730.73,19635.0,2538.46,932.44,904.09,12095.73,Actual
1789,202609,CH01,East,SKU-301,245,235,235,37594.09,22325.0,3007.53,1142.32,0,15269.09,Actual
1790,202609,CH01,East,SKU-302,269,247,247,23320.12,13585.0,1865.61,597.1,0,9735.12,Actual
1791,202609,CH01,East,SKU-303,246,239,239,45396.17,29875.0,3631.69,1665.06,956.53,15521.17,Actual
1792,202609,CH01,East,SKU-401,255,248,248,85522.8,54560.0,6841.82,1925.31,0,30962.8,Actual
1793,202609,CH01,East,SKU-402,246,230,230,31269.15,19550.0,2501.53,949.89,0,11719.15,Actual
1794,202609,CH01,West,SKU-101,230,210,210,38372.69,25200.0,1918.63,817.21,0,13172.69,Actual
1795,202609,CH01,West,SKU-102,263,252,252,74299.37,45360.0,3714.97,2495.44,0,28939.37,Actual
1796,202609,CH01,West,SKU-103,249,236,236,35037.71,22420.0,1751.89,1047.48,0,12617.71,Actual
1797,202609,CH01,West,SKU-201,233,215,215,22906.71,13975.0,1145.34,466.64,636.18,8931.71,Actual
1798,202609,CH01,West,SKU-202,260,238,238,50327.81,33320.0,2516.39,1531.24,0,17007.81,Actual
1799,202609,CH01,West,SKU-203,233,212,212,27866.83,18020.0,1393.34,671.69,718.16,9846.83,Actual
1800,202609,CH01,West,SKU-301,232,226,226,35185.18,21470.0,1759.26,936.78,435.35,13715.18,Actual
1801,202609,CH01,West,SKU-302,253,240,240,22244.88,13200.0,1112.24,585.07,0,9044.88,Actual
1802,202609,CH01,West,SKU-303,252,241,241,49817.22,30125.0,2490.86,1957.85,757.62,19692.22,Actual
1803,202609,CH01,West,SKU-401,260,239,239,79297.04,52580.0,3964.85,2398.88,1317.28,26717.04,Actual
1804,202609,CH01,West,SKU-402,270,255,255,36628.01,21675.0,1831.4,1298.9,0,14953.01,Actual
1805,202609,CH02,North,SKU-101,242,228,228,41925.69,27360.0,2515.54,1017.96,817.99,14565.69,Actual
1806,202609,CH02,North,SKU-102,241,219,219,68594.56,39420.0,4115.67,2452.02,2036.11,29174.56,Actual
1807,202609,CH02,North,SKU-103,238,232,232,34621.91,22040.0,2077.31,700.58,0,12581.91,Actual
1808,202609,CH02,North,SKU-201,254,230,230,25594.63,14950.0,1535.68,860.76,0,10644.63,Actual
1809,202609,CH02,North,SKU-202,258,249,249,60401.93,34860.0,3624.12,1258.74,0,25541.93,Actual
1810,202609,CH02,North,SKU-203,249,233,233,30559.99,19805.0,1833.6,846.02,569.84,10754.99,Actual
1811,202609,CH02,North,SKU-301,278,268,268,41681.14,25460.0,2500.87,1134.11,775.62,16221.14,Actual
1812,202609,CH02,North,SKU-302,246,237,237,22520.03,13035.0,1351.2,499.49,0,9485.03,Actual
1813,202609,CH02,North,SKU-303,227,215,215,39764.18,26875.0,2385.85,909.56,813.08,12889.18,Actual
1814,202609,CH02,North,SKU-401,258,250,250,95891.45,55000.0,5753.49,2606.47,1046.15,40891.45,Actual
1815,202609,CH02,North,SKU-402,266,244,244,36282.03,20740.0,2176.92,1251.15,0,15542.03,Actual
1816,202609,CH02,South,SKU-101,275,254,254,52501.12,30480.0,2625.06,2075.28,820.34,22021.12,Actual
1817,202609,CH02,South,SKU-102,287,270,270,80811.19,48600.0,4040.56,2388.58,0,32211.19,Actual
1818,202609,CH02,South,SKU-103,236,222,222,31787.75,21090.0,1589.39,796.76,925.42,10697.75,Actual
1819,202609,CH02,South,SKU-201,237,222,222,21930.99,14430.0,1096.55,821.3,531.63,7500.99,Actual
1820,202609,CH02,South,SKU-202,254,231,231,53626.11,32340.0,2681.31,1915.92,0,21286.11,Actual
1821,202609,CH02,South,SKU-203,238,230,230,30403.01,19550.0,1520.15,685.01,647.98,10853.01,Actual
1822,202609,CH02,South,SKU-301,230,214,214,34998.57,20330.0,1749.93,1041.62,999.16,14668.57,Actual
1823,202609,CH02,South,SKU-302,251,239,239,21340.89,13145.0,1067.04,472.44,0,8195.89,Actual
1824,202609,CH02,South,SKU-303,267,257,257,47278.51,32125.0,2363.93,1302.0,567.69,15153.51,Actual
1825,202609,CH02,South,SKU-401,256,250,250,94397.93,55000.0,4719.9,3526.15,948.02,39397.93,Actual
1826,202609,CH02,South,SKU-402,244,231,231,30628.16,19635.0,1531.41,983.97,0,10993.16,Actual
1827,202609,CH02,East,SKU-101,244,228,228,43802.5,27360.0,3504.2,1749.92,0,16442.5,Actual
1828,202609,CH02,East,SKU-102,250,241,241,69578.09,43380.0,5566.25,2472.61,0,26198.09,Actual
1829,202609,CH02,East,SKU-103,264,255,255,36973.78,24225.0,2957.9,1400.16,513.31,12748.78,Actual
1830,202609,CH02,East,SKU-201,270,254,254,28329.72,16510.0,2266.38,932.84,592.3,11819.72,Actual
1831,202609,CH02,East,SKU-202,250,234,234,52441.94,32760.0,4195.36,1229.02,0,19681.94,Actual
1832,202609,CH02,East,SKU-203,239,233,233,29879.8,19805.0,2390.38,689.1,0,10074.8,Actual
1833,202609,CH02,East,SKU-301,239,218,218,33820.54,20710.0,2705.64,1213.29,869.33,13110.54,Actual
1834,202609,CH02,East,SKU-302,237,228,228,21711.71,12540.0,1736.94,737.24,0,9171.71,Actual
1835,202609,CH02,East,SKU-303,223,204,204,41253.66,25500.0,3300.29,1194.89,908.43,15753.66,Actual
1836,202609,CH02,East,SKU-401,242,224,224,83881.21,49280.0,6710.5,3084.58,0,34601.21,Actual
1837,202609,CH02,East,SKU-402,226,204,204,25937.61,17340.0,2075.01,851.67,0,8597.61,Actual
1838,202609,CH02,West,SKU-101,249,229,229,42840.13,27480.0,2142.01,1285.83,0,15360.13,Actual
1839,202609,CH02,West,SKU-102,248,238,238,71033.96,42840.0,3551.7,2632.5,2092.46,28193.96,Actual
1840,202609,CH02,West,SKU-103,239,228,228,33968.89,21660.0,1698.44,1002.75,0,12308.89,Actual
1841,202609,CH02,West,SKU-201,274,252,252,26007.31,16380.0,1300.37,712.77,270.6,9627.31,Actual
1842,202609,CH02,West,SKU-202,251,245,245,55139.83,34300.0,2756.99,2107.94,729.73,20839.83,Actual
1843,202609,CH02,West,SKU-203,244,235,235,31124.24,19975.0,1556.21,948.69,667.37,11149.24,Actual
1844,202609,CH02,West,SKU-301,269,257,257,36370.13,24415.0,1818.51,1044.14,0,11955.13,Actual
1845,202609,CH02,West,SKU-302,240,222,222,19489.3,12210.0,974.46,487.82,0,7279.3,Actual
1846,202609,CH02,West,SKU-303,259,234,234,44560.53,29250.0,2228.03,1647.63,0,15310.53,Actual
1847,202609,CH02,West,SKU-401,256,230,230,77111.53,50600.0,3855.58,1905.38,983.52,26511.53,Actual
1848,202609,CH02,West,SKU-402,255,241,241,32951.94,20485.0,1647.6,855.46,0,12466.94,Actual
1849,202609,CH03,North,SKU-101,206,197,197,34464.86,23640.0,2067.89,908.5,893.54,10824.86,Actual
1850,202609,CH03,North,SKU-102,247,236,236,68132.18,42480.0,4087.93,1735.33,847.0,25652.18,Actual
1851,202609,CH03,North,SKU-103,252,239,239,35936.28,22705.0,2156.18,1073.87,0,13231.28,Actual
1852,202609,CH03,North,SKU-201,255,243,243,26408.28,15795.0,1584.5,810.31,0,10613.28,Actual
1853,202609,CH03,North,SKU-202,258,240,240,53077.29,33600.0,3184.64,1872.83,0,19477.29,Actual
1854,202609,CH03,North,SKU-203,254,229,229,33433.74,19465.0,2006.02,1169.11,0,13968.74,Actual
1855,202609,CH03,North,SKU-301,216,200,200,29988.69,19000.0,1799.32,653.94,0,10988.69,Actual
1856,202609,CH03,North,SKU-302,253,240,240,19554.04,13200.0,1173.24,679.68,495.61,6354.04,Actual
1857,202609,CH03,North,SKU-303,275,266,266,57719.4,33250.0,3463.16,1496.67,0,24469.4,Actual
1858,202609,CH03,North,SKU-401,232,219,219,75670.04,48180.0,4540.2,2396.3,1891.73,27490.04,Actual
1859,202609,CH03,North,SKU-402,250,231,231,33526.52,19635.0,2011.59,1321.81,0,13891.52,Actual
1860,202609,CH03,South,SKU-101,225,215,215,37770.53,25800.0,1888.53,1397.74,0,11970.53,Actual
1861,202609,CH03,South,SKU-102,247,234,234,68533.02,42120.0,3426.65,2529.44,0,26413.02,Actual
1862,202609,CH03,South,SKU-103,240,233,233,38111.72,22135.0,1905.59,1506.54,0,15976.72,Actual
1863,202609,CH03,South,SKU-201,274,255,255,28129.72,16575.0,1406.49,1120.01,0,11554.72,Actual
1864,202609,CH03,South,SKU-202,249,230,230,51807.63,32200.0,2590.38,1113.89,0,19607.63,Actual
1865,202609,CH03,South,SKU-203,273,262,262,33223.68,22270.0,1661.18,1080.33,0,10953.68,Actual
1866,202609,CH03,South,SKU-301,246,235,235,38129.28,22325.0,1906.46,1180.28,0,15804.28,Actual
1867,202609,CH03,South,SKU-302,255,233,233,20403.73,12815.0,1020.19,493.11,0,7588.73,Actual
1868,202609,CH03,South,SKU-303,257,235,235,46151.86,29375.0,2307.59,1521.85,0,16776.86,Actual
1869,202609,CH03,South,SKU-401,271,255,255,95966.18,56100.0,4798.31,3362.42,1228.49,39866.18,Actual
1870,202609,CH03,South,SKU-402,243,236,236,32163.98,20060.0,1608.2,1205.7,0,12103.98,Actual
1871,202609,CH03,East,SKU-101,230,212,212,39617.51,25440.0,3169.4,1279.46,0,14177.51,Actual
1872,202609,CH03,East,SKU-102,274,264,264,78221.76,47520.0,6257.74,2386.08,1108.13,30701.76,Actual
1873,202609,CH03,East,SKU-103,251,230,230,36549.31,21850.0,2923.94,1000.22,631.59,14699.31,Actual
1874,202609,CH03,East,SKU-201,290,278,278,30294.86,18070.0,2423.59,766.79,649.44,12224.86,Actual
