InventoryKey,DateKey,Hub_ID,SKU_Code,Opening_Stock_Units,Closing_Stock_Units,Days_of_Cover,Stock_Level_Status
1224,20260701,WH_CH_01,SKU-103,1103,1059,44.2,NORMAL
1225,20260701,WH_CH_01,SKU-201,418,421,28.1,NORMAL
1226,20260701,WH_CH_01,SKU-202,610,594,27.0,NORMAL
1227,20260701,WH_CH_01,SKU-203,708,690,43.1,NORMAL
1228,20260701,WH_CH_01,SKU-301,499,486,23.2,NORMAL
1229,20260701,WH_CH_01,SKU-302,770,803,32.2,NORMAL
1230,20260701,WH_CH_01,SKU-303,554,555,34.7,NORMAL
1231,20260701,WH_CH_01,SKU-401,816,833,34.7,NORMAL
1232,20260701,WH_CH_01,SKU-402,255,248,14.6,NORMAL
1233,20260708,WH_CH_01,SKU-101,642,615,30.8,NORMAL
1234,20260708,WH_CH_01,SKU-102,449,468,39.1,NORMAL
1235,20260708,WH_CH_01,SKU-103,223,222,24.7,NORMAL
1236,20260708,WH_CH_01,SKU-201,759,724,36.2,NORMAL
1237,20260708,WH_CH_01,SKU-202,823,866,43.3,NORMAL
1238,20260708,WH_CH_01,SKU-203,899,862,35.9,NORMAL
1239,20260708,WH_CH_01,SKU-301,279,280,15.6,NORMAL
1240,20260708,WH_CH_01,SKU-302,308,314,21.0,NORMAL
1241,20260708,WH_CH_01,SKU-303,239,235,12.4,WARNING
1242,20260708,WH_CH_01,SKU-401,369,360,13.9,WARNING
1243,20260708,WH_CH_01,SKU-402,445,457,30.5,NORMAL
1244,20260708,WH_CH_01,SKU-101,241,234,13.8,WARNING
1245,20260708,WH_CH_01,SKU-102,724,697,34.9,NORMAL
1246,20260708,WH_CH_01,SKU-103,367,358,23.9,NORMAL
1247,20260708,WH_CH_01,SKU-201,316,317,13.8,WARNING
1248,20260708,WH_CH_01,SKU-202,822,865,30.9,NORMAL
1249,20260708,WH_CH_01,SKU-203,817,786,34.2,NORMAL
1250,20260708,WH_CH_01,SKU-301,605,627,44.8,NORMAL
1251,20260708,WH_CH_01,SKU-302,736,757,33.0,NORMAL
1252,20260708,WH_CH_01,SKU-303,228,225,14.1,NORMAL
1253,20260708,WH_CH_01,SKU-401,384,368,18.4,NORMAL
1254,20260708,WH_CH_01,SKU-402,874,861,43.1,NORMAL
1255,20260708,WH_CH_01,SKU-101,1194,1214,39.2,NORMAL
1256,20260708,WH_CH_01,SKU-102,564,588,34.6,NORMAL
1257,20260708,WH_CH_01,SKU-103,978,1001,41.7,NORMAL
1258,20260708,WH_CH_01,SKU-201,358,362,17.2,NORMAL
1259,20260708,WH_CH_01,SKU-202,774,815,40.8,NORMAL
1260,20260708,WH_CH_01,SKU-203,626,645,26.9,NORMAL
1261,20260708,WH_CH_01,SKU-301,270,278,13.2,WARNING
1262,20260708,WH_CH_01,SKU-302,79,82,7.5,WARNING
1263,20260708,WH_CH_01,SKU-303,423,440,20.0,NORMAL
1264,20260708,WH_CH_01,SKU-401,702,686,32.7,NORMAL
1265,20260708,WH_CH_01,SKU-402,538,552,26.3,NORMAL
1266,20260708,WH_CH_01,SKU-101,726,694,25.7,NORMAL
1267,20260708,WH_CH_01,SKU-102,223,223,10.6,WARNING
1268,20260708,WH_CH_01,SKU-103,682,665,31.7,NORMAL
1269,20260708,WH_CH_01,SKU-201,647,624,32.9,NORMAL
1270,20260708,WH_CH_01,SKU-202,290,281,11.7,WARNING
1271,20260708,WH_CH_01,SKU-203,759,730,29.2,NORMAL
1272,20260708,WH_CH_01,SKU-301,413,404,15.0,NORMAL
1273,20260708,WH_CH_01,SKU-302,433,422,30.2,NORMAL
1274,20260708,WH_CH_01,SKU-303,701,710,33.8,NORMAL
1275,20260708,WH_CH_01,SKU-401,582,567,27.0,NORMAL
1276,20260708,WH_CH_01,SKU-402,1072,1077,44.9,NORMAL
1277,20260708,WH_CH_01,SKU-101,486,489,21.3,NORMAL
1278,20260708,WH_CH_01,SKU-102,650,651,19.7,NORMAL
1279,20260708,WH_CH_01,SKU-103,633,648,38.2,NORMAL
1280,20260708,WH_CH_01,SKU-201,839,816,37.1,NORMAL
1281,20260708,WH_CH_01,SKU-202,230,242,18.7,NORMAL
1282,20260708,WH_CH_01,SKU-203,551,563,28.2,NORMAL
1283,20260708,WH_CH_01,SKU-301,292,288,14.4,NORMAL
1284,20260708,WH_CH_01,SKU-302,903,885,40.2,NORMAL
1285,20260708,WH_CH_01,SKU-303,264,256,11.2,WARNING
1286,20260708,WH_CH_01,SKU-401,193,200,12.5,WARNING
1287,20260708,WH_CH_01,SKU-402,556,577,24.1,NORMAL
1288,20260708,WH_CH_01,SKU-101,468,456,20.7,NORMAL
1289,20260708,WH_CH_01,SKU-102,581,555,34.7,NORMAL
1290,20260708,WH_CH_01,SKU-103,260,271,17.0,NORMAL
1291,20260708,WH_CH_01,SKU-201,353,340,22.7,NORMAL
1292,20260708,WH_CH_01,SKU-202,1028,1035,37.0,NORMAL
1293,20260708,WH_CH_01,SKU-203,407,427,21.4,NORMAL
1294,20260708,WH_CH_01,SKU-301,872,911,38.0,NORMAL
1295,20260708,WH_CH_01,SKU-302,873,909,41.3,NORMAL
1296,20260708,WH_CH_01,SKU-303,192,198,8.0,WARNING
1297,20260708,WH_CH_01,SKU-401,214,216,12.0,WARNING
1298,20260708,WH_CH_01,SKU-402,136,139,8.7,WARNING
1299,20260708,WH_CH_01,SKU-101,435,439,23.1,NORMAL
1300,20260708,WH_CH_01,SKU-102,789,779,37.1,NORMAL
1301,20260708,WH_CH_01,SKU-103,1024,1008,43.8,NORMAL
1302,20260708,WH_CH_01,SKU-201,195,204,13.6,WARNING
1303,20260708,WH_CH_01,SKU-202,278,283,14.2,NORMAL
1304,20260708,WH_CH_01,SKU-203,392,374,12.9,WARNING
1305,20260708,WH_CH_01,SKU-301,269,268,15.8,NORMAL
1306,20260708,WH_CH_01,SKU-302,854,815,42.9,NORMAL
1307,20260708,WH_CH_01,SKU-303,378,382,21.3,NORMAL
1308,20260708,WH_CH_01,SKU-401,403,416,27.8,NORMAL
1309,20260708,WH_CH_01,SKU-402,968,961,41.8,NORMAL
1310,20260708,WH_CH_01,SKU-101,199,194,13.9,WARNING
1311,20260708,WH_CH_01,SKU-102,769,776,23.5,NORMAL
1312,20260708,WH_CH_01,SKU-103,495,518,30.5,NORMAL
1313,20260708,WH_CH_01,SKU-201,1091,1105,44.2,NORMAL
1314,20260708,WH_CH_01,SKU-202,455,442,20.1,NORMAL
1315,20260708,WH_CH_01,SKU-203,601,577,28.9,NORMAL
1316,20260708,WH_CH_01,SKU-301,334,323,15.4,NORMAL
1317,20260708,WH_CH_01,SKU-302,215,210,10.0,WARNING
1318,20260708,WH_CH_01,SKU-303,436,447,26.3,NORMAL
1319,20260708,WH_CH_01,SKU-401,1314,1333,44.5,NORMAL
1320,20260708,WH_CH_01,SKU-402,694,728,33.1,NORMAL
1321,20260715,WH_CH_01,SKU-101,410,392,23.1,NORMAL
1322,20260715,WH_CH_01,SKU-102,527,507,22.1,NORMAL
1323,20260715,WH_CH_01,SKU-103,224,222,10.6,WARNING
1324,20260715,WH_CH_01,SKU-201,866,910,35.0,NORMAL
1325,20260715,WH_CH_01,SKU-202,548,576,32.0,NORMAL
1326,20260715,WH_CH_01,SKU-203,474,499,25.0,NORMAL
1327,20260715,WH_CH_01,SKU-301,306,305,30.5,NORMAL
1328,20260715,WH_CH_01,SKU-302,634,649,40.6,NORMAL
1329,20260715,WH_CH_01,SKU-303,204,207,8.3,WARNING
1330,20260715,WH_CH_01,SKU-401,375,358,17.9,NORMAL
1331,20260715,WH_CH_01,SKU-402,227,235,10.7,WARNING
1332,20260715,WH_CH_01,SKU-101,739,723,36.2,NORMAL
1333,20260715,WH_CH_01,SKU-102,122,124,7.8,WARNING
1334,20260715,WH_CH_01,SKU-103,974,930,38.8,NORMAL
1335,20260715,WH_CH_01,SKU-201,426,449,21.4,NORMAL
1336,20260715,WH_CH_01,SKU-202,667,649,30.9,NORMAL
1337,20260715,WH_CH_01,SKU-203,529,541,31.9,NORMAL
1338,20260715,WH_CH_01,SKU-301,352,355,16.9,NORMAL
1339,20260715,WH_CH_01,SKU-302,375,387,25.8,NORMAL
1340,20260715,WH_CH_01,SKU-303,202,205,9.3,WARNING
1341,20260715,WH_CH_01,SKU-401,313,319,16.8,NORMAL
1342,20260715,WH_CH_01,SKU-402,602,620,41.4,NORMAL
1343,20260715,WH_CH_01,SKU-101,440,449,20.4,NORMAL
1344,20260715,WH_CH_01,SKU-102,972,963,33.2,NORMAL
1345,20260715,WH_CH_01,SKU-103,325,331,18.4,NORMAL
1346,20260715,WH_CH_01,SKU-201,265,262,20.2,NORMAL
1347,20260715,WH_CH_01,SKU-202,495,512,34.2,NORMAL
1348,20260715,WH_CH_01,SKU-203,204,212,16.4,NORMAL
1349,20260715,WH_CH_01,SKU-301,575,603,27.4,NORMAL
1350,20260715,WH_CH_01,SKU-302,514,537,20.7,NORMAL
1351,20260715,WH_CH_01,SKU-303,474,466,33.3,NORMAL
1352,20260715,WH_CH_01,SKU-401,314,328,16.4,NORMAL
1353,20260715,WH_CH_01,SKU-402,548,565,26.9,NORMAL
1354,20260715,WH_CH_01,SKU-101,715,682,40.2,NORMAL
1355,20260715,WH_CH_01,SKU-102,285,282,15.7,NORMAL
1356,20260715,WH_CH_01,SKU-103,353,342,14.9,NORMAL
1357,20260715,WH_CH_01,SKU-201,543,524,27.6,NORMAL
1358,20260715,WH_CH_01,SKU-202,253,258,21.6,NORMAL
1359,20260715,WH_CH_01,SKU-203,437,425,30.4,NORMAL
1360,20260715,WH_CH_01,SKU-301,340,343,19.1,NORMAL
1361,20260715,WH_CH_01,SKU-302,847,815,38.8,NORMAL
1362,20260715,WH_CH_01,SKU-303,878,858,42.9,NORMAL
1363,20260715,WH_CH_01,SKU-401,207,217,9.9,WARNING
1364,20260715,WH_CH_01,SKU-402,332,344,23.0,NORMAL
1365,20260715,WH_CH_01,SKU-101,501,524,21.0,NORMAL
1366,20260715,WH_CH_01,SKU-102,762,740,35.2,NORMAL
1367,20260715,WH_CH_01,SKU-103,759,774,36.9,NORMAL
1368,20260715,WH_CH_01,SKU-201,658,672,42.1,NORMAL
1369,20260715,WH_CH_01,SKU-202,279,274,10.2,WARNING
1370,20260715,WH_CH_01,SKU-203,178,182,12.2,WARNING
1371,20260715,WH_CH_01,SKU-301,598,572,33.7,NORMAL
1372,20260715,WH_CH_01,SKU-302,796,767,33.4,NORMAL
1373,20260715,WH_CH_01,SKU-303,580,597,35.2,NORMAL
1374,20260715,WH_CH_01,SKU-401,509,496,18.4,NORMAL
1375,20260715,WH_CH_01,SKU-402,385,372,26.6,NORMAL
1376,20260715,WH_CH_01,SKU-101,147,147,9.8,WARNING
1377,20260715,WH_CH_01,SKU-102,398,391,15.1,NORMAL
1378,20260715,WH_CH_01,SKU-103,555,530,22.1,NORMAL
1379,20260715,WH_CH_01,SKU-201,643,615,32.4,NORMAL
1380,20260715,WH_CH_01,SKU-202,266,254,13.4,WARNING
1381,20260715,WH_CH_01,SKU-203,865,866,43.3,NORMAL
1382,20260715,WH_CH_01,SKU-301,274,271,10.9,WARNING
1383,20260715,WH_CH_01,SKU-302,542,549,22.0,NORMAL
1384,20260715,WH_CH_01,SKU-303,667,647,24.0,NORMAL
1385,20260715,WH_CH_01,SKU-401,79,78,7.8,WARNING
1386,20260715,WH_CH_01,SKU-402,503,518,25.9,NORMAL
1387,20260715,WH_CH_01,SKU-101,995,1021,42.6,NORMAL
1388,20260715,WH_CH_01,SKU-102,126,133,8.9,WARNING
1389,20260715,WH_CH_01,SKU-103,144,147,7.4,WARNING
1390,20260715,WH_CH_01,SKU-201,243,242,12.1,WARNING
1391,20260715,WH_CH_01,SKU-202,486,505,22.0,NORMAL
1392,20260715,WH_CH_01,SKU-203,480,496,24.8,NORMAL
1393,20260715,WH_CH_01,SKU-301,435,419,18.2,NORMAL
1394,20260715,WH_CH_01,SKU-302,505,511,34.1,NORMAL
1395,20260715,WH_CH_01,SKU-303,371,371,41.3,NORMAL
1396,20260715,WH_CH_01,SKU-401,1114,1071,42.9,NORMAL
1397,20260715,WH_CH_01,SKU-402,607,597,29.9,NORMAL
1398,20260715,WH_CH_01,SKU-101,274,279,14.0,WARNING
1399,20260715,WH_CH_01,SKU-102,570,545,23.7,NORMAL
1400,20260715,WH_CH_01,SKU-103,653,678,29.5,NORMAL
1401,20260715,WH_CH_01,SKU-201,877,898,44.9,NORMAL
1402,20260715,WH_CH_01,SKU-202,401,422,26.4,NORMAL
1403,20260715,WH_CH_01,SKU-203,342,355,25.4,NORMAL
1404,20260715,WH_CH_01,SKU-301,307,294,15.5,NORMAL
1405,20260715,WH_CH_01,SKU-302,812,789,43.9,NORMAL
1406,20260715,WH_CH_01,SKU-303,626,636,39.8,NORMAL
1407,20260715,WH_CH_01,SKU-401,473,467,22.2,NORMAL
1408,20260715,WH_CH_01,SKU-402,728,758,37.9,NORMAL
1409,20260722,WH_CH_01,SKU-101,636,642,33.8,NORMAL
1410,20260722,WH_CH_01,SKU-102,755,732,31.8,NORMAL
1411,20260722,WH_CH_01,SKU-103,474,491,18.9,NORMAL
1412,20260722,WH_CH_01,SKU-201,271,260,14.5,NORMAL
1413,20260722,WH_CH_01,SKU-202,787,765,28.4,NORMAL
1414,20260722,WH_CH_01,SKU-203,347,358,22.4,NORMAL
1415,20260722,WH_CH_01,SKU-301,363,350,19.5,NORMAL
1416,20260722,WH_CH_01,SKU-302,1033,1071,41.2,NORMAL
1417,20260722,WH_CH_01,SKU-303,281,281,21.7,NORMAL
1418,20260722,WH_CH_01,SKU-401,396,398,18.1,NORMAL
1419,20260722,WH_CH_01,SKU-402,179,174,10.3,WARNING
1420,20260722,WH_CH_01,SKU-101,450,444,16.5,NORMAL
1421,20260722,WH_CH_01,SKU-102,1184,1184,39.5,NORMAL
1422,20260722,WH_CH_01,SKU-103,1354,1363,44.0,NORMAL
1423,20260722,WH_CH_01,SKU-201,838,814,27.1,NORMAL
1424,20260722,WH_CH_01,SKU-202,540,525,22.8,NORMAL
1425,20260722,WH_CH_01,SKU-203,912,880,29.3,NORMAL
1426,20260722,WH_CH_01,SKU-301,924,902,41.0,NORMAL
1427,20260722,WH_CH_01,SKU-302,373,366,28.2,NORMAL
1428,20260722,WH_CH_01,SKU-303,327,319,18.8,NORMAL
1429,20260722,WH_CH_01,SKU-401,398,404,22.5,NORMAL
1430,20260722,WH_CH_01,SKU-402,169,171,7.8,WARNING
1431,20260722,WH_CH_01,SKU-101,386,398,24.9,NORMAL
1432,20260722,WH_CH_01,SKU-102,595,568,29.9,NORMAL
1433,20260722,WH_CH_01,SKU-103,868,880,41.9,NORMAL
1434,20260722,WH_CH_01,SKU-201,338,334,22.3,NORMAL
1435,20260722,WH_CH_01,SKU-202,819,845,33.8,NORMAL
1436,20260722,WH_CH_01,SKU-203,545,524,19.4,NORMAL
1437,20260722,WH_CH_01,SKU-301,610,600,31.6,NORMAL
1438,20260722,WH_CH_01,SKU-302,712,697,26.8,NORMAL
1439,20260722,WH_CH_01,SKU-303,160,168,7.7,WARNING
1440,20260722,WH_CH_01,SKU-401,158,160,11.5,WARNING
1441,20260722,WH_CH_01,SKU-402,594,601,40.1,NORMAL
1442,20260722,WH_CH_01,SKU-101,918,878,43.9,NORMAL
1443,20260722,WH_CH_01,SKU-102,194,200,14.3,NORMAL
1444,20260722,WH_CH_01,SKU-103,172,174,7.3,WARNING
1445,20260722,WH_CH_01,SKU-201,237,230,14.4,NORMAL
1446,20260722,WH_CH_01,SKU-202,315,311,18.3,NORMAL
1447,20260722,WH_CH_01,SKU-203,265,256,19.7,NORMAL
1448,20260722,WH_CH_01,SKU-301,211,220,14.7,NORMAL
1449,20260722,WH_CH_01,SKU-302,365,352,19.6,NORMAL
1450,20260722,WH_CH_01,SKU-303,359,367,23.0,NORMAL
1451,20260722,WH_CH_01,SKU-401,245,238,18.3,NORMAL
1452,20260722,WH_CH_01,SKU-402,260,251,18.0,NORMAL
1453,20260722,WH_CH_01,SKU-101,816,844,44.5,NORMAL
1454,20260722,WH_CH_01,SKU-102,464,444,21.2,NORMAL
1455,20260722,WH_CH_01,SKU-103,270,279,21.5,NORMAL
1456,20260722,WH_CH_01,SKU-201,279,270,13.5,WARNING
1457,20260722,WH_CH_01,SKU-202,779,745,39.2,NORMAL
1458,20260722,WH_CH_01,SKU-203,382,371,21.8,NORMAL
1459,20260722,WH_CH_01,SKU-301,465,449,19.6,NORMAL
1460,20260722,WH_CH_01,SKU-302,574,595,35.0,NORMAL
1461,20260722,WH_CH_01,SKU-303,728,712,33.9,NORMAL
1462,20260722,WH_CH_01,SKU-401,716,740,30.9,NORMAL
1463,20260722,WH_CH_01,SKU-402,417,418,32.2,NORMAL
1464,20260722,WH_CH_01,SKU-101,712,736,32.0,NORMAL
1465,20260722,WH_CH_01,SKU-102,946,980,44.6,NORMAL
1466,20260722,WH_CH_01,SKU-103,404,418,18.2,NORMAL
1467,20260722,WH_CH_01,SKU-201,294,284,10.9,WARNING
1468,20260722,WH_CH_01,SKU-202,442,449,22.5,NORMAL
1469,20260722,WH_CH_01,SKU-203,513,494,24.7,NORMAL
1470,20260722,WH_CH_01,SKU-301,319,312,18.4,NORMAL
1471,20260722,WH_CH_01,SKU-302,470,486,37.4,NORMAL
1472,20260722,WH_CH_01,SKU-303,395,383,19.2,NORMAL
1473,20260722,WH_CH_01,SKU-401,657,657,36.5,NORMAL
1474,20260722,WH_CH_01,SKU-402,649,638,26.6,NORMAL
1475,20260722,WH_CH_01,SKU-101,483,476,31.8,NORMAL
1476,20260722,WH_CH_01,SKU-102,525,506,25.3,NORMAL
1477,20260722,WH_CH_01,SKU-103,514,506,22.0,NORMAL
1478,20260722,WH_CH_01,SKU-201,689,717,26.6,NORMAL
1479,20260722,WH_CH_01,SKU-202,171,169,10.0,WARNING
1480,20260722,WH_CH_01,SKU-203,647,675,42.2,NORMAL
1481,20260722,WH_CH_01,SKU-301,291,279,14.7,NORMAL
1482,20260722,WH_CH_01,SKU-302,472,481,24.1,NORMAL
1483,20260722,WH_CH_01,SKU-303,430,431,25.4,NORMAL
1484,20260722,WH_CH_01,SKU-401,338,328,25.3,NORMAL
1485,20260722,WH_CH_01,SKU-402,186,179,7.2,WARNING
1486,20260722,WH_CH_01,SKU-101,768,807,33.7,NORMAL
1487,20260722,WH_CH_01,SKU-102,249,254,9.4,WARNING
1488,20260722,WH_CH_01,SKU-103,242,241,13.4,WARNING
1489,20260722,WH_CH_01,SKU-201,813,808,42.6,NORMAL
1490,20260722,WH_CH_01,SKU-202,353,340,15.5,NORMAL
1491,20260722,WH_CH_01,SKU-203,687,659,28.7,NORMAL
1492,20260722,WH_CH_01,SKU-301,767,770,42.8,NORMAL
1493,20260722,WH_CH_01,SKU-302,802,776,40.9,NORMAL
1494,20260722,WH_CH_01,SKU-303,440,455,24.0,NORMAL
1495,20260722,WH_CH_01,SKU-401,156,150,10.8,WARNING
1496,20260722,WH_CH_01,SKU-402,133,131,13.2,WARNING
1497,20260729,WH_CH_01,SKU-101,455,436,36.4,NORMAL
1498,20260729,WH_CH_01,SKU-102,243,238,10.4,WARNING
1499,20260729,WH_CH_01,SKU-103,727,705,44.1,NORMAL
1500,20260729,WH_CH_01,SKU-201,476,454,20.6,NORMAL
1501,20260729,WH_CH_01,SKU-202,289,301,17.7,NORMAL
1502,20260729,WH_CH_01,SKU-203,615,612,29.2,NORMAL
1503,20260729,WH_CH_01,SKU-301,488,474,23.7,NORMAL
1504,20260729,WH_CH_01,SKU-302,453,438,25.8,NORMAL
1505,20260729,WH_CH_01,SKU-303,906,877,39.9,NORMAL
1506,20260729,WH_CH_01,SKU-401,856,858,35.8,NORMAL
1507,20260729,WH_CH_01,SKU-402,989,1031,39.7,NORMAL
1508,20260729,WH_CH_01,SKU-101,398,413,31.8,NORMAL
1509,20260729,WH_CH_01,SKU-102,618,597,29.9,NORMAL
1510,20260729,WH_CH_01,SKU-103,1045,1029,44.8,NORMAL
1511,20260729,WH_CH_01,SKU-201,1149,1114,44.6,NORMAL
1512,20260729,WH_CH_01,SKU-202,663,658,32.9,NORMAL
1513,20260729,WH_CH_01,SKU-203,514,512,23.3,NORMAL
1514,20260729,WH_CH_01,SKU-301,279,287,11.5,WARNING
1515,20260729,WH_CH_01,SKU-302,79,77,15.5,NORMAL
1516,20260729,WH_CH_01,SKU-303,781,766,28.4,NORMAL
1517,20260729,WH_CH_01,SKU-401,98,97,8.9,WARNING
1518,20260729,WH_CH_01,SKU-402,902,907,39.4,NORMAL
1519,20260729,WH_CH_01,SKU-101,105,103,8.0,WARNING
1520,20260729,WH_CH_01,SKU-102,406,389,39.0,NORMAL
1521,20260729,WH_CH_01,SKU-103,580,585,30.8,NORMAL
1522,20260729,WH_CH_01,SKU-201,416,410,17.1,NORMAL
1523,20260729,WH_CH_01,SKU-202,175,171,9.5,WARNING
1524,20260729,WH_CH_01,SKU-203,894,903,41.1,NORMAL
1525,20260729,WH_CH_01,SKU-301,813,821,32.9,NORMAL
1526,20260729,WH_CH_01,SKU-302,501,517,23.5,NORMAL
1527,20260729,WH_CH_01,SKU-303,373,375,14.4,NORMAL
1528,20260729,WH_CH_01,SKU-401,201,201,9.2,WARNING
1529,20260729,WH_CH_01,SKU-402,514,506,20.3,NORMAL
1530,20260729,WH_CH_01,SKU-101,399,382,27.3,NORMAL
1531,20260729,WH_CH_01,SKU-102,391,377,22.2,NORMAL
1532,20260729,WH_CH_01,SKU-103,491,469,39.2,NORMAL
1533,20260729,WH_CH_01,SKU-201,512,520,22.6,NORMAL
1534,20260729,WH_CH_01,SKU-202,793,800,38.1,NORMAL
1535,20260729,WH_CH_01,SKU-203,875,873,31.2,NORMAL
1536,20260729,WH_CH_01,SKU-301,368,381,25.5,NORMAL
1537,20260729,WH_CH_01,SKU-302,539,566,27.0,NORMAL
1538,20260729,WH_CH_01,SKU-303,147,141,12.8,WARNING
1539,20260729,WH_CH_01,SKU-401,163,161,9.0,WARNING
1540,20260729,WH_CH_01,SKU-402,949,922,41.9,NORMAL
1541,20260729,WH_CH_01,SKU-101,384,390,24.4,NORMAL
1542,20260729,WH_CH_01,SKU-102,564,569,22.8,NORMAL
1543,20260729,WH_CH_01,SKU-103,292,305,15.3,NORMAL
1544,20260729,WH_CH_01,SKU-201,214,216,9.8,WARNING
1545,20260729,WH_CH_01,SKU-202,258,269,16.9,NORMAL
1546,20260729,WH_CH_01,SKU-203,903,918,43.7,NORMAL
1547,20260729,WH_CH_01,SKU-301,639,656,38.6,NORMAL
1548,20260729,WH_CH_01,SKU-302,234,230,14.4,NORMAL
1549,20260729,WH_CH_01,SKU-303,511,504,26.5,NORMAL
1550,20260729,WH_CH_01,SKU-401,434,433,22.8,NORMAL
1551,20260729,WH_CH_01,SKU-402,510,498,16.6,NORMAL
1552,20260729,WH_CH_01,SKU-101,161,164,9.2,WARNING
1553,20260729,WH_CH_01,SKU-102,411,416,32.0,NORMAL
1554,20260729,WH_CH_01,SKU-103,483,473,18.2,NORMAL
1555,20260729,WH_CH_01,SKU-201,668,692,31.5,NORMAL
1556,20260729,WH_CH_01,SKU-202,563,541,24.6,NORMAL
1557,20260729,WH_CH_01,SKU-203,358,374,20.8,NORMAL
1558,20260729,WH_CH_01,SKU-301,422,427,22.5,NORMAL
1559,20260729,WH_CH_01,SKU-302,469,455,18.2,NORMAL
1560,20260729,WH_CH_01,SKU-303,1106,1141,40.8,NORMAL
1561,20260729,WH_CH_01,SKU-401,642,661,41.3,NORMAL
1562,20260729,WH_CH_01,SKU-402,190,186,16.9,NORMAL
1563,20260729,WH_CH_01,SKU-101,605,583,29.2,NORMAL
1564,20260729,WH_CH_01,SKU-102,532,548,42.2,NORMAL
1565,20260729,WH_CH_01,SKU-103,182,188,7.5,WARNING
1566,20260729,WH_CH_01,SKU-201,552,568,27.1,NORMAL
1567,20260729,WH_CH_01,SKU-202,472,479,21.8,NORMAL
1568,20260729,WH_CH_01,SKU-203,315,325,14.8,NORMAL
1569,20260729,WH_CH_01,SKU-301,399,390,30.1,NORMAL
1570,20260729,WH_CH_01,SKU-302,206,197,9.0,WARNING
1571,20260729,WH_CH_01,SKU-303,637,625,41.7,NORMAL
1572,20260729,WH_CH_01,SKU-401,131,130,8.1,WARNING
1573,20260729,WH_CH_01,SKU-402,159,155,7.4,WARNING
1574,20260729,WH_CH_01,SKU-101,470,464,20.2,NORMAL
1575,20260729,WH_CH_01,SKU-102,211,206,10.3,WARNING
1576,20260729,WH_CH_01,SKU-103,584,578,38.6,NORMAL
1577,20260729,WH_CH_01,SKU-201,607,601,28.6,NORMAL
1578,20260729,WH_CH_01,SKU-202,477,500,15.2,NORMAL
1579,20260729,WH_CH_01,SKU-203,242,246,11.2,WARNING
1580,20260729,WH_CH_01,SKU-301,658,647,43.1,NORMAL
1581,20260729,WH_CH_01,SKU-302,881,864,37.6,NORMAL
1582,20260729,WH_CH_01,SKU-303,447,450,28.1,NORMAL
1583,20260729,WH_CH_01,SKU-401,252,265,17.7,NORMAL
1584,20260729,WH_CH_01,SKU-402,902,896,33.2,NORMAL
1585,20260805,WH_CH_01,SKU-101,384,371,20.7,NORMAL
1586,20260805,WH_CH_01,SKU-102,352,361,25.8,NORMAL
1587,20260805,WH_CH_01,SKU-103,877,907,39.4,NORMAL
1588,20260805,WH_CH_01,SKU-201,517,540,30.0,NORMAL
1589,20260805,WH_CH_01,SKU-202,1037,1001,40.1,NORMAL
1590,20260805,WH_CH_01,SKU-203,602,620,24.8,NORMAL
1591,20260805,WH_CH_01,SKU-301,470,478,17.7,NORMAL
1592,20260805,WH_CH_01,SKU-302,214,222,10.1,WARNING
1593,20260805,WH_CH_01,SKU-303,620,604,26.3,NORMAL
1594,20260805,WH_CH_01,SKU-401,259,257,10.7,WARNING
1595,20260805,WH_CH_01,SKU-402,503,486,21.1,NORMAL
1596,20260805,WH_CH_01,SKU-101,282,290,10.0,WARNING
1597,20260805,WH_CH_01,SKU-102,415,412,25.8,NORMAL
1598,20260805,WH_CH_01,SKU-103,991,979,44.5,NORMAL
1599,20260805,WH_CH_01,SKU-201,451,451,16.1,NORMAL
1600,20260805,WH_CH_01,SKU-202,639,671,33.6,NORMAL
1601,20260805,WH_CH_01,SKU-203,761,763,33.2,NORMAL
1602,20260805,WH_CH_01,SKU-301,865,841,38.2,NORMAL
1603,20260805,WH_CH_01,SKU-302,890,917,38.2,NORMAL
1604,20260805,WH_CH_01,SKU-303,294,306,15.3,NORMAL
1605,20260805,WH_CH_01,SKU-401,610,594,28.3,NORMAL
1606,20260805,WH_CH_01,SKU-402,802,833,43.8,NORMAL
1607,20260805,WH_CH_01,SKU-101,566,572,27.3,NORMAL
1608,20260805,WH_CH_01,SKU-102,466,445,20.3,NORMAL
1609,20260805,WH_CH_01,SKU-103,914,934,38.9,NORMAL
1610,20260805,WH_CH_01,SKU-201,651,674,30.7,NORMAL
1611,20260805,WH_CH_01,SKU-202,530,507,29.9,NORMAL
1612,20260805,WH_CH_01,SKU-203,531,557,18.6,NORMAL
1613,20260805,WH_CH_01,SKU-301,773,794,41.8,NORMAL
1614,20260805,WH_CH_01,SKU-302,355,345,20.3,NORMAL
1615,20260805,WH_CH_01,SKU-303,625,641,29.2,NORMAL
1616,20260805,WH_CH_01,SKU-401,606,586,36.7,NORMAL
1617,20260805,WH_CH_01,SKU-402,823,863,36.0,NORMAL
1618,20260805,WH_CH_01,SKU-101,336,326,25.1,NORMAL
1619,20260805,WH_CH_01,SKU-102,335,343,15.6,NORMAL
1620,20260805,WH_CH_01,SKU-103,472,485,34.7,NORMAL
1621,20260805,WH_CH_01,SKU-201,476,481,19.3,NORMAL
1622,20260805,WH_CH_01,SKU-202,174,167,7.3,WARNING
